hr,steps,temp,calories
106,0,87.8,3
95,0,87.8,2.4
92,0,87.8,2.3
94,0,87.8,2.3
94,0,88.7,2.3
95,0,88.7,2.3
97,0,88.7,2.5
119,0,88.7,5.9
111,0,88.7,5.4
90,0,88.7,2
89,0,88.7,2.1
103,0,88.7,2.5
105,0,88.7,2.6
100,0,88.7,2.7
110,0,88.7,3.4
106,0,88.7,2.7
95,0,88.7,2.6
79,0,88.7,1.7
80,0,88.7,1.7
80,0,88.7,1.7
103,0,88.7,2.8
101,0,88.7,2.7
97,0,88.7,2.6
102,0,87.8,2.7
92,0,87.8,2.1
93,0,87.8,2.2
86,0,87.8,1.8
107,0,87.8,2.9
107,24,87.8,3.7
115,0,87.8,3.9
109,0,87.8,3.3
108,0,87.8,2.9
113,0,87.8,4.1
113,0,87.8,3.9
118,0,88.7,3.4
109,33,88.7,4
99,27,88.7,2.6
109,37,88.7,2.7
106,0,88.7,2.6
92,0,88.7,2.3
97,0,87.8,2.5
99,0,87.8,2.6
99,0,87.8,2.7
99,0,87.8,2.8
102,0,87.8,2.5
98,0,87.8,2.7
90,0,87.8,2.1
111,0,88.7,3.8
104,0,88.7,2.9
100,0,88.7,2.7
105,0,88.7,3.2
106,19,88.7,3.1
92,0,88.7,2.1
81,0,88.7,1.9
100,0,88.7,2.7
95,0,88.7,2.4
89,0,87.8,2.2
94,22,87.8,2.4
104,8,87.8,2.8
93,0,87.8,2.3
93,14,87.8,2.2
88,82,87.8,2.1
87,0,86.9,2.1
96,18,86.9,2.3
92,0,86.9,2.1
96,0,86.9,2.5
107,0,86.9,3.2
109,0,86.9,2.6
88,12,86.9,2
103,0,86.9,2.9
102,0,86.9,2.8
95,0,86.9,2.1
94,0,86.9,2.5
99,0,86.9,2.7
102,22,87.8,2.9
102,0,86.9,2.8
97,0,86.9,2.5
96,0,87.8,2.4
114,0,87.8,4.8
114,17,87.8,4.7
106,7,86.9,3.7
107,23,87.8,3.2
100,0,87.8,2.7
92,0,87.8,2.2
100,0,87.8,2.6
106,20,87.8,3
116,13,87.8,5.6
111,0,87.8,3.7
96,0,87.8,2.5
102,0,87.8,2.8
107,0,88.7,3.1
114,0,88.7,4.1
118,0,88.7,5.4
111,0,88.7,3.9
103,0,88.7,2.8
100,9,88.7,2.6
100,0,88.7,2.6
99,0,88.7,2.4
96,0,88.7,2.3
95,0,88.7,2.3
93,0,88.7,2.2
100,20,89.6,2.8
103,7,89.6,2.9
98,0,89.6,2.4
96,0,89.6,2.3
91,0,89.6,1.9
94,0,89.6,1.8
101,0,89.6,2.7
105,0,89.6,2.9
106,0,89.6,2.3
109,0,89.6,3.2
108,0,89.6,2.9
98,0,89.6,2.5
95,0,89.6,2.3
102,0,89.6,2.7
101,0,89.6,2.6
103,0,89.6,2.5
104,0,89.6,2.8
98,0,89.6,2.6
96,0,89.6,2.4
111,11,89.6,4
123,0,88.7,7.9
113,0,88.7,3.1
112,0,88.7,5.6
73,0,89.6,1.5
80,0,89.6,1.7
96,0,89.6,2.4
89,0,89.6,2
104,0,89.6,2.6
101,0,89.6,2.7
103,0,89.6,2.9
108,0,89.6,2.8
101,0,89.6,2.6
108,0,89.6,3
110,0,89.6,3.1
111,0,89.6,3.4
111,0,89.6,4
108,0,89.6,3
111,0,89.6,3.2
110,0,89.6,3.2
111,0,89.6,3.7
112,0,89.6,4.3
109,0,89.6,3.2
101,0,89.6,2.5
107,25,89.6,3.5
115,113,89.6,6
106,17,88.7,2.7
101,34,88.7,3
92,0,88.7,2
99,0,87.8,2.4
108,0,87.8,3.1
112,0,87.8,3.1
120,0,87.8,6
112,0,87.8,4.1
103,0,87.8,2.9
109,0,88.7,3.9
99,0,88.7,2.5
102,0,88.7,2.6
110,0,88.7,3.2
116,0,88.7,4.7
111,0,88.7,3.5
106,0,88.7,2.9
105,0,88.7,2.8
109,0,88.7,3
110,0,88.7,3.1
111,0,88.7,3.2
115,0,88.7,4.9
110,0,89.6,3.2
107,0,89.6,3.1
108,0,89.6,3.1
109,0,89.6,3.1
112,0,89.6,3.3
112,0,88.7,4.3
109,0,88.7,3.2
109,0,88.7,3.1
104,0,89.6,2.8
111,0,89.6,3.9
111,0,89.6,3.7
106,0,88.7,2.9
113,14,88.7,3.7
112,23,88.7,4.2
110,17,88.7,3.4
105,0,88.7,2.9
108,0,88.7,3.1
112,0,88.7,3.3
110,0,88.7,3.4
108,0,88.7,3
111,0,88.7,3.2
112,0,88.7,3.2
110,0,88.7,3.2
112,0,89.6,3.3
107,0,89.6,3
106,0,89.6,2.8
109,0,89.6,3.1
106,0,89.6,2.9
106,0,89.6,2.9
104,0,88.7,2.8
109,0,88.7,3.1
112,7,88.7,3.5
112,0,88.7,4.1
107,0,88.7,3
106,6,88.7,3
103,0,88.7,2.9
106,15,88.7,3.1
100,0,88.7,2.5
100,21,88.7,2.7
105,0,88.7,2.7
101,0,88.7,2.6
103,0,88.7,2.9
99,0,88.7,2.4
101,0,88.7,2.6
105,0,88.7,3
104,0,88.7,2.8
111,20,88.7,4
110,0,88.7,3.2
110,0,87.8,3.2
111,0,87.8,3.3
112,0,87.8,3.5
110,19,87.8,3.5
113,0,87.8,4.7
116,27,87.8,5.5
113,30,87.8,3.6
112,0,87.8,3.6
109,0,87.8,3
104,0,87.8,2.9
105,0,87.8,2.8
108,0,87.8,3.2
105,0,87.8,2.7
106,0,87.8,2.9
107,0,86.9,3.1
108,9,87.8,3.2
104,0,87.8,2.9
102,0,87.8,2.7
103,0,87.8,2.8
99,0,87.8,2.4
109,0,87.8,3.8
103,0,86.9,2.7
103,0,86.9,2.7
103,0,86.9,2.8
104,0,86.9,2.9
106,0,86.9,3
107,0,86.9,2.9
107,0,86.9,2.9
101,0,87.8,2.6
94,0,87.8,2.1
99,0,87.8,2.5
101,0,87.8,2.5
103,0,87.8,2.7
102,0,86.9,2.7
102,0,86.9,2.7
98,0,86.9,2.3
100,27,86.9,2.8
105,90,86.9,4.2
112,39,86.9,3.7
116,0,86,5.8
108,0,86,2.9
110,0,86,3.2
104,0,86,3
101,21,86.9,2.5
104,0,86.9,2.8
104,0,86.9,3.1
107,50,86.9,3.1
108,10,86.9,3.3
115,23,86.9,5.4
110,73,86.9,3.6
101,96,86.9,2.9
105,86,86.9,3.1
112,86,86,4.4
110,71,85.1,3.3
122,1,85.1,8.4
101,25,84.2,3.2
90,29,84.2,2.4
118,0,84.2,6.5
97,31,84.2,2.8
106,23,83.3,3.1
119,15,83.3,6.4
111,0,83.3,3.4
107,0,83.3,3
104,69,82.4,2.9
107,100,82.4,3.3
108,104,82.4,3.5
103,98,82.4,3.1
105,56,82.4,3.1
111,22,82.4,4
109,29,82.4,3.5
104,9,82.4,3
108,0,83.3,3.2
110,0,83.3,3.6
108,0,84.2,4.1
112,0,85.1,4.4
105,45,85.1,2.9
104,21,86,3.7
115,10,86,4.6
104,33,86,3.2
104,28,86,3.1
105,19,86,3.2
109,29,86,3.4
101,0,85.1,2.9
102,44,85.1,3
100,22,86,2.8
97,0,86,2.6
104,7,86,3
98,42,85.1,2.8
104,24,85.1,3.5
99,33,85.1,2.8
106,16,85.1,3.6
106,0,85.1,3.3
105,0,85.1,3.1
97,0,85.1,2.4
91,0,85.1,2
91,0,85.1,1.9
93,0,85.1,2.1
92,0,86,2
92,0,86,2.1
92,0,86,2.1
94,0,86,2.1
91,0,86,2
90,0,86.9,1.9
93,0,86.9,2.1
96,0,86.9,2.2
92,0,86.9,2
87,0,86.9,1.8
90,0,87.8,1.9
93,0,87.8,2.1
92,0,87.8,2.1
92,0,87.8,2
88,0,88.7,1.8
66,0,84.2,1.5
68,0,84.2,1.4
69,0,84.2,1.5
71,0,84.2,1.5
70,0,84.2,1.4
70,0,84.2,1.5
68,0,84.2,1.5
70,0,84.2,1.4
70,0,84.2,1.5
70,0,84.2,1.5
70,0,84.2,1.4
72,0,84.2,1.5
71,0,84.2,1.5
81,0,84.2,1.4
78,0,84.2,1.5
84,0,84.2,1.5
74,0,84.2,1.4
65,0,84.2,1.5
64,0,84.2,1.5
63,0,84.2,1.4
56,0,85.1,1.5
60,0,84.2,1.5
62,0,84.2,1.4
67,0,84.2,1.5
66,0,84.2,1.5
58,0,84.2,1.5
63,0,84.2,1.4
57,0,84.2,1.5
62,0,84.2,1.5
60,0,84.2,1.4
68,0,84.2,1.5
65,0,84.2,1.5
64,0,84.2,1.4
59,0,84.2,1.5
65,0,84.2,1.5
59,0,84.2,1.4
64,0,84.2,1.5
66,0,84.2,1.5
66,0,84.2,1.4
64,0,84.2,1.5
67,0,84.2,1.5
59,0,83.3,1.4
64,0,83.3,1.5
63,0,83.3,1.5
60,0,83.3,1.4
66,0,83.3,1.5
70,0,83.3,1.5
61,0,83.3,1.4
63,0,83.3,1.5
66,0,83.3,1.5
69,0,83.3,1.4
66,0,83.3,1.5
69,0,83.3,1.5
70,0,83.3,1.4
75,0,83.3,1.5
71,0,84.2,1.5
70,0,84.2,1.5
70,0,84.2,1.4
69,0,84.2,1.5
70,0,85.1,1.5
72,0,85.1,1.4
75,0,86,1.5
75,0,86,1.5
76,0,86,1.4
77,0,86.9,1.5
77,0,86.9,1.5
80,0,86.9,1.4
87,0,86.9,1.5
71,0,87.8,1.5
70,0,87.8,1.4
71,0,87.8,1.5
73,0,87.8,1.5
74,0,87.8,1.4
75,0,87.8,1.5
75,0,87.8,1.5
75,0,87.8,1.4
75,0,86.9,1.5
76,0,86.9,1.5
75,0,86.9,1.4
76,0,86.9,1.5
75,0,86.9,1.5
75,0,86.9,1.4
77,0,86.9,1.5
74,0,86.9,1.5
78,0,86.9,1.4
72,0,86.9,1.5
76,0,86.9,1.5
75,0,86.9,1.4
76,0,86.9,1.5
77,0,86.9,1.5
78,0,86.9,1.5
77,0,86.9,1.4
86,0,86.9,1.5
69,0,86,1.5
65,0,86,1.4
64,0,86,1.5
74,0,86,1.5
59,0,86,1.4
62,0,86,1.5
61,0,86,1.5
66,0,86,1.4
63,0,85.1,1.5
63,0,85.1,1.5
62,0,85.1,1.4
62,0,85.1,1.5
63,0,85.1,1.5
64,0,85.1,1.4
62,0,85.1,1.5
74,0,85.1,1.5
71,0,85.1,1.4
61,0,85.1,1.5
56,0,85.1,1.5
55,0,85.1,1.4
60,0,84.2,1.5
64,0,84.2,1.5
60,0,84.2,1.4
55,0,84.2,1.5
61,0,84.2,1.5
60,0,84.2,1.4
62,0,84.2,1.5
60,0,84.2,1.5
65,0,84.2,1.4
63,0,84.2,1.5
68,0,84.2,1.5
62,0,84.2,1.5
60,0,83.3,1.4
63,0,83.3,1.5
66,0,83.3,1.5
62,0,83.3,1.4
64,0,83.3,1.5
70,0,83.3,1.5
66,0,83.3,1.4
60,0,83.3,1.5
70,0,83.3,1.5
64,0,83.3,1.4
65,0,83.3,1.5
63,0,83.3,1.5
65,0,83.3,1.4
66,0,83.3,1.5
70,0,83.3,1.5
68,0,83.3,1.4
55,0,82.4,1.5
65,0,82.4,1.5
65,0,82.4,1.4
63,0,83.3,1.5
63,0,83.3,1.5
68,0,83.3,1.4
75,0,83.3,1.5
68,0,84.2,1.5
68,0,84.2,1.4
68,0,85.1,1.5
69,0,86,1.5
67,0,86,1.4
70,0,86.9,1.5
69,0,86.9,1.5
72,0,87.8,1.5
70,0,87.8,1.4
72,0,88.7,1.5
71,0,88.7,1.5
72,0,88.7,1.4
70,0,89.6,1.5
76,0,89.6,1.5
81,0,89.6,1.4
69,0,89.6,1.5
73,0,89.6,1.5
68,0,89.6,1.4
72,0,89.6,1.5
70,0,89.6,1.5
72,0,89.6,1.4
70,0,89.6,1.5
67,0,89.6,1.5
70,0,89.6,1.4
72,0,90.5,1.5
70,0,90.5,1.5
71,0,90.5,1.4
74,0,90.5,1.5
74,0,90.5,1.5
66,0,90.5,1.4
69,0,90.5,1.5
67,0,90.5,1.5
70,0,90.5,1.4
70,0,90.5,1.5
70,0,90.5,1.5
70,0,90.5,1.4
73,0,90.5,1.5
72,0,90.5,1.5
73,0,90.5,1.4
72,0,90.5,1.5
72,0,90.5,1.5
72,0,90.5,1.5
74,0,90.5,1.4
73,0,90.5,1.5
72,0,90.5,1.5
75,0,90.5,1.4
74,0,90.5,1.5
76,0,89.6,1.5
77,0,89.6,1.4
77,0,89.6,1.5
78,0,89.6,1.5
78,0,89.6,1.4
79,0,89.6,1.5
78,0,89.6,1.5
76,0,89.6,1.4
76,0,89.6,1.5
75,0,89.6,1.5
76,0,89.6,1.4
76,0,89.6,1.5
78,0,89.6,1.5
74,0,89.6,1.4
74,0,89.6,1.5
85,0,89.6,1.5
71,0,89.6,1.4
68,0,88.7,1.5
88,6,88.7,1.5
86,0,88.7,1.4
85,0,87.8,1.5
93,13,87.8,1.5
94,0,87.8,2
95,0,86.9,1.9
92,0,86.9,1.9
96,0,86.9,2
105,0,86.9,2.6
101,0,86.9,2.5
94,0,86.9,2.2
91,0,86.9,1.9
114,0,86.9,2.7
97,14,86.9,2.3
85,6,86.9,1.7
81,27,86,1.6
93,0,86,2.3
109,0,86,2.9
95,0,86,2
83,0,86,1.6
86,0,85.1,1.7
105,0,85.1,2.8
101,0,85.1,2.5
110,0,85.1,3.3
90,0,85.1,1.7
88,31,86,2
93,0,86,2.1
84,0,86,1.6
103,18,86,2.8
103,0,87.8,2.8
107,0,91.4,2.9
110,16,94.1,2.3
113,69,94.1,3.7
115,0,94.1,3.4
93,0,95.9,2.1
104,0,95,2.8
111,9,93.2,3.2
111,11,92.3,4.3
103,10,91.4,2.7
97,12,90.5,2.6
107,0,88.7,3.1
100,0,88.7,2.7
85,20,87.8,1.8
86,11,86.9,1.7
89,0,86.9,2
96,0,86,2.4
95,99,86,2.5
106,101,86,3.1
121,107,84.2,5.9
122,107,82.4,7.5
120,71,80.6,6.2
97,92,79.7,2.7
107,85,78.8,3.1
114,80,77.9,3.6
118,91,77,4.7
117,102,77,4.1
126,40,77,8.5
104,0,77.9,2.5
88,0,78.8,1.7
65,19,78.8,1.5
88,114,79.7,2.1
115,115,79.7,3.6
116,23,79.7,3.4
108,18,79.7,2.3
106,0,80.6,2.7
91,0,80.6,1.8
92,0,80.6,1.8
101,0,81.5,2.4
94,0,82.4,2
100,0,82.4,2.2
87,0,83.3,1.7
94,0,83.3,1.9
84,75,84.2,1.7
102,41,84.2,2.6
92,0,84.2,1.9
102,81,85.1,2.7
122,92,84.2,6
121,90,83.3,5.5
107,29,83.3,3
92,12,83.3,2
91,0,83.3,1.8
91,0,84.2,1.7
85,9,84.2,1.6
96,56,85.1,2.6
100,2,84.2,2.4
90,0,85.1,1.7
86,0,84.2,1.6
89,0,85.1,1.7
101,0,85.1,2.5
93,0,85.1,2
89,0,85.1,1.6
87,0,86,1.6
86,0,86,1.5
83,0,86,1.7
83,0,86,1.5
79,0,86,1.5
80,0,86,1.4
87,0,86,1.8
95,0,86.9,2.2
91,0,86.9,1.9
87,0,86.9,1.6
81,0,86.9,1.5
78,0,86.9,1.5
84,0,86.9,1.5
85,0,87.8,1.5
87,31,87.8,1.8
107,69,87.8,3
89,0,87.8,2
76,0,87.8,1.5
84,0,87.8,1.5
87,0,86.9,1.5
84,0,86.9,1.5
85,0,87.8,1.6
95,0,87.8,1.9
95,0,87.8,2
92,0,87.8,1.8
94,0,87.8,1.8
82,0,87.8,1.5
69,0,87.8,1.5
68,0,87.8,1.5
67,0,87.8,1.4
90,0,87.8,1.8
68,0,87.8,1.4
73,0,87.8,1.5
63,0,87.8,1.5
65,0,87.8,1.4
101,0,87.8,2.3
110,0,87.8,2.8
112,0,87.8,2.9
105,0,87.8,2.6
106,0,87.8,2.6
105,0,88.7,2.6
116,0,88.7,3.1
113,26,88.7,3.6
112,68,88.7,3.4
99,0,88.7,2.3
88,0,87.8,1.7
93,0,87.8,1.8
82,0,87.8,1.5
89,0,87.8,1.7
87,0,87.8,1.6
97,0,87.8,2.2
95,0,88.7,2
91,0,88.7,1.7
94,0,88.7,2
98,0,88.7,2.1
90,0,88.7,1.8
85,0,88.7,1.6
95,0,88.7,2
92,0,88.7,1.8
98,0,88.7,2.3
93,0,88.7,1.8
95,0,88.7,2
94,0,88.7,1.9
94,0,88.7,2
95,0,88.7,1.9
99,0,88.7,2.2
98,0,88.7,2.2
95,0,88.7,2
93,0,88.7,1.9
95,0,88.7,2
99,0,88.7,2.3
88,0,88.7,1.5
93,0,88.7,1.9
90,0,88.7,1.7
93,0,88.7,1.8
93,0,88.7,1.9
92,0,88.7,1.9
94,0,88.7,1.9
96,0,88.7,2.1
95,0,88.7,2
94,0,88.7,1.9
95,0,88.7,2
94,0,88.7,1.9
92,0,89.6,1.8
88,0,89.6,1.7
84,0,89.6,1.5
88,0,88.7,1.7
94,0,88.7,1.9
92,0,88.7,1.8
93,0,88.7,1.8
96,0,88.7,2
92,0,88.7,1.8
92,0,88.7,1.8
92,0,89.6,1.9
91,0,89.6,1.8
90,0,89.6,1.7
94,0,89.6,2
93,0,89.6,1.8
88,0,89.6,1.7
82,0,89.6,1.5
88,0,89.6,1.6
86,0,88.7,1.5
89,0,88.7,1.7
83,0,89.6,1.5
95,0,89.6,2.1
90,0,89.6,1.7
90,0,89.6,1.7
88,0,89.6,1.7
85,0,89.6,1.4
91,0,89.6,1.8
89,0,89.6,1.9
102,0,89.6,2.3
86,0,89.6,1.5
95,0,88.7,2
92,0,88.7,1.8
93,0,89.6,1.8
88,0,89.6,1.6
86,0,89.6,1.6
94,0,89.6,1.9
92,0,89.6,1.7
94,0,89.6,1.9
86,0,89.6,1.6
91,0,89.6,1.8
94,0,89.6,1.9
81,0,89.6,1.5
87,0,88.7,1.6
89,0,88.7,1.6
85,0,88.7,1.5
88,0,88.7,1.6
78,21,88.7,1.5
97,5,88.7,2.3
108,19,88.7,3
104,15,88.7,2.6
90,0,88.7,1.8
96,0,87.8,2.1
90,0,87.8,1.8
97,0,87.8,2
91,0,87.8,1.7
89,0,87.8,1.7
86,15,87.8,1.7
86,0,87.8,1.6
84,0,87.8,1.5
85,0,88.7,1.6
91,0,88.7,1.8
85,0,88.7,1.5
91,0,88.7,1.9
100,0,88.7,1.8
85,0,88.7,1.6
71,0,88.7,1.5
77,0,87.8,1.4
83,14,87.8,1.6
99,47,87.8,2.5
107,58,87.8,2.8
99,26,87.8,2.4
92,0,87.8,1.9
84,0,86.9,1.5
90,0,86.9,1.7
98,0,86.9,2.2
98,0,86.9,1.9
93,0,86.9,1.9
90,0,86.9,1.7
106,0,86.9,2.7
104,0,86.9,2.6
101,0,87.8,2.3
95,0,87.8,1.8
78,0,87.8,1.5
92,0,87.8,1.9
98,0,87.8,2.3
103,0,87.8,2.4
103,0,87.8,2.6
94,0,88.7,2.1
116,0,88.7,3.8
103,0,88.7,2.5
97,0,88.7,2.1
91,0,88.7,1.8
87,16,88.7,1.7
95,65,88.7,2.3
101,37,87.8,2.6
102,24,87.8,2.6
88,0,87.8,1.6
82,0,87.8,1.6
90,0,87.8,1.8
87,0,87.8,1.6
93,19,87.8,2
104,15,87.8,2.4
90,0,87.8,1.7
87,0,87.8,1.6
97,0,87.8,2.2
89,0,87.8,1.6
88,0,88.7,1.7
93,0,88.7,1.9
98,0,86.9,2.2
94,0,86.9,2
93,0,86.9,2
92,0,86.9,2
102,25,86.9,2.9
108,22,86.9,3
106,0,86.9,2.9
96,0,86,2.1
98,0,86.9,2.3
88,0,86.9,1.8
102,0,86,2.6
116,0,86,5.2
89,0,86.9,1.7
92,0,86.9,1.9
89,0,86.9,1.8
88,0,87.8,1.7
89,0,87.8,1.7
92,0,87.8,1.9
93,0,87.8,2
90,9,88.7,1.8
94,41,87.8,2.2
101,39,88.7,2.7
103,0,88.7,2.6
104,41,87.8,2.7
102,0,87.8,2.5
96,0,87.8,2.1
97,0,87.8,2.1
96,0,87.8,2.2
100,0,87.8,2.3
98,0,87.8,2.3
94,0,87.8,2.1
95,0,88.7,2.1
103,22,88.7,2.8
96,34,88.7,2.5
99,12,88.7,2.3
101,0,87.8,2
100,0,87.8,2.5
89,0,87.8,1.8
90,0,86.9,1.8
98,0,86.9,2.2
97,0,86.9,2.3
98,0,86.9,2.3
104,0,87.8,2.7
86,0,86.9,1.7
92,0,86.9,2
88,0,87.8,1.8
83,0,86.9,1.6
86,0,87.8,1.7
97,0,87.8,2.3
122,0,87.8,3.3
109,12,87.8,2.9
87,0,87.8,1.7
82,0,87.8,1.7
97,0,86.9,2.2
102,26,86.9,2.6
109,0,86.9,2.7
117,0,86.9,5.1
117,10,86.9,4.7
106,40,86,3.1
106,27,86,2.6
104,21,85.1,2.8
113,57,84.2,3.3
108,13,84.2,3.2
106,28,84.2,2.8
102,22,84.2,2.8
103,20,84.2,2.4
96,0,84.2,2.1
93,33,84.2,2.4
86,0,84.2,1.6
89,30,84.2,1.9
103,12,85.1,2.7
102,0,85.1,2.4
91,0,85.1,1.9
88,0,85.1,1.6
91,0,85.1,1.9
87,0,85.1,1.7
87,0,86,1.6
87,0,86,1.6
89,0,86,1.7
87,0,86,1.6
87,0,86.9,1.7
93,0,86.9,2
84,0,86.9,1.8
74,0,86.9,1.5
89,0,87.8,1.8
92,0,87.8,2
91,0,87.8,1.8
90,0,87.8,1.7
93,0,87.8,2
93,0,87.8,2
94,0,87.8,2
95,0,87.8,2.1
94,0,87.8,2
94,0,87.8,2
92,0,87.8,2
96,0,86.9,2.1
97,0,86.9,2.2
95,0,86.9,2.2
96,0,86.9,2.2
93,0,86.9,2
91,0,86.9,1.9
96,24,86.9,2.3
90,9,86.9,1.9
99,22,86.9,2.4
96,0,86.9,2.2
95,0,86.9,2.1
97,0,86.9,2.3
94,0,86.9,2
102,20,86.9,2.7
92,0,87.8,1.9
80,0,87.8,1.5
83,0,87.8,1.5
84,0,87.8,1.4
84,0,87.8,1.5
87,28,87.8,1.9
93,0,87.8,1.9
93,0,86.9,2.1
94,0,86.9,1.9
94,0,87.8,2
93,0,87.8,2
95,0,87.8,2.1
92,0,87.8,1.9
86,0,87.8,1.6
72,0,87.8,1.5
83,0,87.8,1.6
92,0,88.7,1.9
96,0,88.7,2.2
95,0,88.7,2.3
89,0,88.7,1.7
89,0,88.7,1.8
86,0,88.7,1.6
87,0,87.8,1.7
90,0,87.8,1.7
90,0,87.8,1.8
87,0,87.8,1.7
94,0,87.8,2.1
96,0,87.8,2.4
93,0,87.8,2
91,0,87.8,1.8
91,0,87.8,1.8
93,0,87.8,2
89,0,87.8,1.7
90,0,87.8,1.8
94,0,87.8,2
90,0,87.8,1.7
89,0,88.7,1.8
93,0,87.8,1.9
89,0,87.8,1.7
93,0,87.8,2
93,0,87.8,1.9
92,0,87.8,1.9
94,0,87.8,2
94,0,88.7,2.1
90,0,88.7,1.7
91,0,87.8,1.9
92,0,87.8,1.9
94,0,87.8,2.1
92,0,87.8,1.9
93,0,87.8,1.9
93,0,87.8,2
95,0,87.8,2.1
93,0,88.7,1.9
92,0,88.7,1.9
92,0,88.7,1.9
97,0,88.7,2.1
101,11,88.7,2.7
115,9,88.7,3.8
121,16,88.7,6.2
95,0,88.7,2.1
89,0,88.7,1.8
91,0,88.7,1.8
91,0,88.7,1.8
92,0,88.7,1.9
87,0,88.7,1.6
92,0,88.7,1.9
90,0,88.7,1.8
93,0,88.7,2
89,0,88.7,1.7
89,0,88.7,1.7
87,0,88.7,1.7
91,0,88.7,1.8
92,0,88.7,1.9
94,0,85.1,2.6
97,15,85.1,3
103,13,85.1,3.8
92,0,85.1,2.5
84,0,85.1,2
85,0,85.1,2
90,0,85.1,2.3
85,0,85.1,2
83,0,85.1,1.8
85,0,85.1,2
96,0,85.1,2.8
93,0,84.2,2.6
87,0,84.2,2.2
96,0,84.2,2.8
95,17,84.2,2.7
102,0,84.2,4.1
96,0,84.2,2.8
94,0,85.1,2.7
92,0,85.1,2.4
88,0,85.1,2.2
85,0,84.2,2
87,0,84.2,2.1
84,0,84.2,1.9
84,0,84.2,1.9
87,0,84.2,2.1
84,0,84.2,1.9
87,0,85.1,2.1
87,0,85.1,2.2
89,0,85.1,2.2
87,0,85.1,2.2
88,0,85.1,2.1
90,0,85.1,2.3
92,0,85.1,2.5
89,0,85.1,2.2
93,0,86,2.5
90,0,86,2.5
86,0,86,2.1
90,0,86,2.3
85,0,86,2
89,0,86,2.3
88,0,85.1,2.2
88,0,86,2.1
85,0,86,2
85,0,86.9,2
91,0,86.9,2.5
88,0,86.9,2.1
92,0,86,2.4
87,0,85.1,2.1
89,0,85.1,2.3
87,0,85.1,2.1
100,0,85.1,4.3
110,29,86,6.1
107,33,86.9,5.2
101,0,86.9,3.2
103,29,86.9,3.7
88,8,86.9,2.5
100,0,86.9,2.9
106,0,86.9,4.2
102,0,86.9,4.1
96,27,86.9,3
97,37,86.9,3
95,0,86,2.8
111,20,86,6.8
92,19,86,2.7
85,0,86,2.2
98,0,86,3.1
96,0,85.1,2.9
95,0,85.1,2.7
95,0,85.1,2.7
90,0,84.2,2.4
93,0,84.2,2.6
90,0,84.2,2.4
89,0,84.2,2.4
86,0,84.2,2
85,0,84.2,2
88,0,84.2,2.2
91,0,84.2,2.4
94,0,85.1,2.6
88,0,85.1,2.1
90,0,85.1,2.3
92,0,85.1,2.5
89,0,85.1,2.3
85,0,85.1,2
90,0,85.1,2.3
89,0,85.1,2.3
89,0,85.1,2.2
87,0,85.1,2.1
85,0,85.1,2
89,0,85.1,2.2
89,0,85.1,2.2
92,0,86,2.5
87,0,86,2.1
89,0,86,2.2
91,0,85.1,2.4
92,0,85.1,2.4
88,0,85.1,2.2
96,0,85.1,2.8
95,0,84.2,2.7
91,0,85.1,2.4
95,0,85.1,2.7
92,0,85.1,2.4
88,0,84.2,2.2
91,0,84.2,2.4
91,0,84.2,2.5
92,0,84.2,2.4
91,0,84.2,2.3
87,0,84.2,2.1
89,0,84.2,2.3
92,0,84.2,2.4
95,0,84.2,2.7
92,0,85.1,2.5
89,0,84.2,2.3
91,0,84.2,2.5
88,0,84.2,2.2
91,0,85.1,2.5
87,0,85.1,2.3
86,0,85.1,2
94,0,85.1,2.6
91,0,86,2.4
90,0,86,2.3
92,0,86,2.5
92,0,86,2.5
91,0,86,2.4
94,0,86,2.6
92,0,86,2.5
90,0,86,2.2
92,0,86.9,2.5
97,0,86.9,2.8
93,0,86.9,2.6
89,0,86.9,2.3
91,0,86.9,2.4
87,0,86.9,2.2
88,0,86,2.2
90,0,86,2.3
90,0,86,2.2
92,0,86,2.5
90,0,86,2.2
93,0,85.1,2.7
94,0,85.1,2.6
94,0,85.1,2.5
92,0,85.1,2.6
93,0,85.1,2.6
96,0,86,2.7
98,0,86,3
96,0,86,2.7
93,0,86,2.5
99,0,86,2.9
93,0,86,2.6
92,0,86,2.5
95,0,86,2.7
96,0,86,2.7
93,0,86,2.6
95,0,86,2.6
95,0,86,2.7
95,0,86,2.6
95,0,86,2.7
94,0,86,2.6
84,0,86,1.8
91,0,86,2.4
93,0,86,2.5
90,0,86,2.3
96,0,86,2.7
92,0,86,2.7
99,0,86,3
86,0,86.9,2
86,0,86.9,2
89,0,86.9,2.3
92,0,86.9,2.5
92,0,86.9,2.4
91,0,86.9,2.4
92,0,86.9,2.4
92,0,87.8,2.5
92,14,87.8,2.8
97,0,87.8,2.8
89,0,87.8,2.3
87,0,86.9,2
86,0,86.9,2
87,0,86.9,2.1
89,0,86.9,2.3
89,0,86,2.2
91,0,86,2.4
90,0,86,2.3
107,0,86,5.5
119,0,86,9
117,0,86,8.9
104,0,86,5.1
110,20,86,6.6
109,0,86,6
106,0,86,5.4
100,20,86,3.2
101,11,86,3.4
95,20,86,2.7
106,14,85.1,5.4
103,0,85.1,3.4
91,0,84.2,2.4
88,0,84.2,2.2
89,0,84.2,2.2
90,0,84.2,2.3
86,0,85.1,2
87,0,85.1,2.1
90,0,85.1,2.3
91,0,85.1,2.4
