hr,steps,temp,calories
85,0,89.6,1.9
101,30,89.6,2.7
107,11,88.7,3
112,85,88.7,3.4
126,116,88.7,6.8
152,122,87.8,13.2
181,121,86.9,17.6
152,56,86,13.2
121,0,86,4.5
104,0,86.9,2.5
91,0,86,1.8
89,19,86,1.7
101,0,86.9,2.2
107,0,86.9,2.6
100,0,86.9,2.2
110,93,86.9,2.8
126,121,87.8,6.6
159,117,86.9,14.1
181,100,86,17.5
176,105,86,16.7
139,107,85.1,9.9
119,43,85.1,4.3
114,102,84.2,3.5
117,110,85.1,3.5
114,110,85.1,3.4
109,99,85.1,3.1
113,96,85.1,3.2
107,0,85.1,2.9
102,21,85.1,2.5
108,14,84.2,2.9
98,27,84.2,2.4
99,0,84.2,2.3
93,0,84.2,1.8
92,0,85.1,1.8
91,0,85.1,1.7
92,0,86,1.8
94,19,86,2.1
96,0,86,2.2
92,0,86.9,1.8
101,35,86.9,2.6
115,41,86.9,4
108,50,86.9,3.1
103,27,86.9,2.4
99,0,86.9,2.6
96,0,86.9,2.3
95,0,86.9,2.2
106,0,86.9,2.7
95,11,87.8,1.9
92,0,87.8,2.1
99,0,87.8,2.5
104,40,87.8,2.5
103,22,87.8,2.7
101,0,86.9,2.6
89,23,87.8,2
90,12,86.9,2.2
93,0,86.9,2.1
105,0,86.9,2.8
107,11,86.9,3
94,9,86.9,2.2
97,0,86.9,2.1
94,11,86.9,2.2
92,0,86,2
91,0,86.9,2.1
88,0,86.9,1.8
89,0,86.9,1.9
87,0,86.9,1.7
81,0,87.8,1.6
99,0,87.8,2.1
92,0,87.8,1.9
96,0,87.8,2.2
94,0,87.8,2.1
93,0,88.7,2.1
92,19,88.7,1.9
88,0,87.8,1.7
93,9,87.8,2
95,22,87.8,1.9
87,0,87.8,1.8
92,0,87.8,2
87,0,87.8,1.8
86,0,87.8,1.7
90,0,87.8,1.9
89,0,87.8,1.8
91,0,87.8,1.8
95,15,87.8,2.2
111,37,87.8,3.1
115,36,87.8,3.1
116,13,86.9,2.8
103,0,87.8,2.4
101,31,86.9,2.5
102,22,86.9,2.3
105,0,86.9,2.6
102,49,86.9,2.5
100,0,86.9,2.2
99,31,86,2.4
110,22,86.9,2.7
96,32,86.9,2.2
90,0,86.9,2
96,0,86.9,2.5
93,0,86.9,2
90,0,86.9,1.8
87,0,86.9,1.6
95,0,86.9,1.9
91,0,86.9,1.8
83,0,86.9,1.7
95,0,86.9,2.2
104,65,86.9,2.5
119,48,86.9,4.2
106,64,85.1,2.9
103,99,86,2.6
101,8,85.1,2
93,0,85.1,1.9
97,14,84.2,2.3
83,0,85.1,1.5
107,0,85.1,2.9
114,25,85.1,2.8
115,0,86,3.1
108,11,85.1,2.5
110,40,85.1,3.3
138,42,85.1,11.2
148,75,85.1,12.6
136,0,85.1,10
121,0,84.2,4.8
110,12,84.2,2.9
106,39,84.2,2.7
100,0,84.2,2.2
92,0,84.2,1.8
94,0,84.2,2.1
127,87,85.1,7.5
134,51,85.1,10.5
117,75,85.1,3.9
106,53,85.1,3.1
104,0,85.1,2.8
90,0,85.1,2.1
87,0,86,1.7
98,0,86,2.1
106,0,86,2.6
111,0,86,2.6
94,0,86,1.8
97,0,86,2.1
94,0,86,1.3
99,0,86.9,2.3
96,0,86.9,2
89,0,87.8,1.6
91,0,87.8,1.8
100,0,87.8,2.5
92,0,87.8,2.1
104,0,87.8,2.7
110,36,87.8,3.2
99,0,87.8,2.3
112,16,86.9,3
96,25,87.8,2.5
92,32,87.8,2.2
106,0,86.9,2.8
101,0,86.9,2.3
93,29,86.9,2.1
106,0,86.9,2.5
106,22,86.9,2.9
109,24,86.9,2.8
99,0,86.9,2.2
97,24,86.9,2.7
101,7,86.9,2.2
95,0,86.9,2
93,0,86.9,1.8
97,0,86,2.1
97,0,86.9,2.1
92,0,86.9,1.8
93,0,86.9,1.9
93,0,86.9,1.9
95,0,86.9,1.9
90,0,87.8,1.7
93,0,87.8,1.8
94,0,87.8,1.8
93,0,87.8,1.9
92,0,87.8,1.9
95,0,87.8,2
101,0,87.8,2.3
102,0,87.8,2.3
103,0,87.8,2.3
103,0,88.7,2.4
97,27,88.7,2.3
107,0,89.6,2.7
102,0,88.7,2.3
102,0,88.7,2.4
104,0,88.7,2.4
104,0,88.7,2.5
106,0,89.6,2.5
96,0,89.6,2
103,0,89.6,2.4
100,0,89.6,2.3
103,0,88.7,2.3
105,0,88.7,2.5
103,0,88.7,2.3
102,0,88.7,2.3
98,0,88.7,2.1
97,0,88.7,2.1
101,0,88.7,2.4
98,0,88.7,2.1
96,0,88.7,1.9
99,0,88.7,2.3
99,0,88.7,2.3
97,0,88.7,2.1
94,0,88.7,1.8
94,0,88.7,1.9
93,0,88.7,1.8
94,0,89.6,1.8
95,0,89.6,1.9
97,0,89.6,2.1
96,0,90.5,2.1
94,0,90.5,1.9
95,0,90.5,1.9
95,0,90.5,1.9
97,0,90.5,2
92,0,90.5,1.8
97,0,90.5,2
92,0,90.5,1.7
100,0,90.5,2.2
94,0,90.5,1.9
93,0,90.5,1.8
101,0,90.5,2.4
100,0,90.5,2.2
98,0,90.5,2
95,0,90.5,2
99,0,89.6,2.1
96,0,89.6,2
97,0,89.6,2
96,0,89.6,2
95,0,89.6,1.9
97,0,90.5,2
102,0,90.5,2.3
97,0,90.5,2.1
98,0,90.5,2.1
99,0,90.5,2.1
99,0,90.5,2.1
98,0,90.5,2.1
96,0,90.5,2
95,0,90.5,1.9
102,0,90.5,2.5
106,0,90.5,2.9
99,0,90.5,2.1
97,0,89.6,2
92,0,89.6,1.9
93,0,89.6,1.8
97,0,89.6,2.1
97,0,88.7,2
92,0,88.7,1.8
92,0,88.7,1.7
90,0,88.7,1.7
91,0,88.7,1.7
86,0,88.7,1.6
91,0,88.7,1.7
90,0,88.7,1.7
87,0,88.7,1.6
86,0,89.6,1.5
89,0,89.6,1.6
89,0,89.6,1.7
87,0,89.6,1.5
90,0,89.6,1.8
93,0,89.6,1.8
90,0,89.6,1.7
95,0,89.6,1.8
91,0,89.6,1.8
92,0,88.7,1.7
92,0,89.6,1.8
95,0,88.7,2
88,0,89.6,1.6
100,0,89.6,2.3
92,0,89.6,1.8
95,0,89.6,2.1
97,0,89.6,2.1
81,0,89.6,1.7
79,0,90.5,1.5
103,0,89.6,2.4
104,12,89.6,2.5
108,16,89.6,2.9
104,0,89.6,2.5
102,0,89.6,2.5
99,0,89.6,2.3
97,0,89.6,2.1
100,0,89.6,2.2
100,0,89.6,2.3
98,8,89.6,2.5
114,0,89.6,3.2
106,14,88.7,2.8
106,28,88.7,2.8
103,0,88.7,2.4
95,14,88.7,2.3
98,18,88.7,2.3
105,0,88.7,2.5
111,0,88.7,3.1
107,0,87.8,3
105,0,87.8,2.6
100,0,87.8,2.4
103,27,87.8,2.8
103,0,86.9,2.4
95,0,86.9,2
101,21,86.9,2.7
103,8,87.8,2.3
114,0,87.8,3.2
108,0,87.8,2.8
101,0,87.8,2.5
100,0,87.8,2.5
95,43,86.9,1.9
102,3,86,2.5
99,20,86,2.7
97,11,86,2.3
96,0,86,2.3
111,22,86,3.3
110,35,86,2.7
97,0,86,2.1
91,0,86,1.7
90,0,86,1.7
91,0,86,1.7
92,0,86.9,1.7
90,0,86.9,1.7
85,0,86.9,1.5
86,0,86.9,1.5
87,0,87.8,1.5
91,0,87.8,1.7
89,0,87.8,1.6
91,0,86.9,1.7
92,0,86.9,1.8
91,0,86.9,1.6
92,0,86.9,1.9
100,9,86.9,2.2
86,0,87.8,1.5
91,25,87.8,2.1
89,0,87.8,1.6
87,0,87.8,1.6
83,0,87.8,1.4
85,0,87.8,1.5
88,0,87.8,1.6
84,0,87.8,1.5
87,0,87.8,1.5
86,0,87.8,1.6
86,0,87.8,1.5
86,0,88.7,1.5
85,0,88.7,1.5
88,0,87.8,1.6
86,0,87.8,1.5
87,0,87.8,1.5
90,0,87.8,1.7
89,0,88.7,1.6
88,0,88.7,1.7
89,0,88.7,1.6
86,0,87.8,1.6
91,0,87.8,1.8
87,0,87.8,1.6
85,0,88.7,1.5
88,0,89.6,1.6
88,0,89.6,1.5
89,0,89.6,1.6
86,0,89.6,1.6
82,0,89.6,1.5
87,0,89.6,1.5
86,0,89.6,1.5
85,0,89.6,1.5
88,0,89.6,1.7
100,20,88.7,2.5
98,0,88.7,2.1
93,0,88.7,1.8
92,0,87.8,1.8
96,0,87.8,1.9
94,0,87.8,1.9
96,0,87.8,1.9
93,0,87.8,2
93,0,87.8,1.8
94,0,87.8,1.8
93,0,87.8,1.8
97,0,87.8,2
94,0,87.8,2
96,6,87.8,2.3
108,0,88.7,2.7
100,0,88.7,2.4
96,0,88.7,2
100,8,88.7,2.4
108,12,88.7,2.9
94,0,88.7,1.9
95,0,88.7,2
99,9,87.8,2.4
109,1,88.7,2.9
97,15,88.7,2.2
92,0,87.8,1.8
92,0,87.8,1.8
86,0,88.7,1.6
89,0,88.7,1.6
89,0,88.7,1.6
87,0,88.7,1.5
83,0,88.7,1.7
69,0,88.7,1.4
69,0,88.7,1.5
97,0,88.7,2
104,0,88.7,2.3
113,0,88.7,2.9
109,0,88.7,2.9
136,0,88.7,10.7
148,0,88.7,12.5
153,0,88.7,13.3
135,0,88.7,10.1
164,0,88.7,14.7
185,0,89.6,17.3
154,0,89.6,13.6
122,0,89.6,5.5
100,0,90.5,2.3
94,0,91.4,1.9
87,0,91.4,1.5
89,0,91.4,1.7
87,0,91.4,1.6
89,0,91.4,1.5
90,0,91.4,1.7
91,0,91.4,1.6
91,0,91.4,1.8
89,0,91.4,1.6
90,0,91.4,1.7
91,0,90.5,1.9
92,0,90.5,1.7
90,0,90.5,1.8
92,0,90.5,1.8
92,0,90.5,1.7
89,0,90.5,1.8
84,0,90.5,1.5
88,0,90.5,1.6
88,0,90.5,1.5
87,0,90.5,1.5
89,0,90.5,1.6
88,0,90.5,1.6
94,0,90.5,2
96,0,90.5,2.1
92,0,90.5,1.9
92,0,90.5,1.8
103,10,90.5,2.7
97,0,90.5,2.4
87,0,89.6,1.6
90,0,89.6,1.7
88,0,90.5,1.7
84,0,90.5,1.5
84,0,89.6,1.5
85,0,89.6,1.5
85,0,89.6,1.7
80,0,89.6,1.4
79,0,88.7,1.5
78,0,88.7,1.5
79,0,88.7,1.4
79,0,88.7,1.5
81,0,88.7,1.5
79,0,88.7,1.5
78,0,89.6,1.5
80,0,90.5,1.4
80,0,90.5,1.5
80,0,90.5,1.5
81,0,91.4,1.4
79,0,91.4,1.5
81,0,91.4,1.5
81,0,91.4,1.4
80,0,92.3,1.5
80,0,92.3,1.5
81,0,92.3,1.4
81,0,92.3,1.5
82,0,92.3,1.5
79,0,92.3,1.4
78,0,92.3,1.5
79,0,92.3,1.5
77,0,92.3,1.5
76,0,92.3,1.4
78,0,92.3,1.5
76,0,92.3,1.5
77,0,92.3,1.4
99,0,92.3,2.2
70,0,92.3,1.5
72,0,91.4,1.4
72,0,91.4,1.5
73,0,90.5,1.5
73,0,90.5,1.4
75,0,90.5,1.5
75,0,90.5,1.5
75,0,89.6,1.4
74,0,89.6,1.5
73,0,89.6,1.5
73,0,89.6,1.4
74,0,89.6,1.5
74,0,89.6,1.5
74,0,89.6,1.4
77,0,89.6,1.5
76,0,88.7,1.5
75,0,88.7,1.4
73,0,88.7,1.5
73,0,88.7,1.5
72,0,88.7,1.4
73,0,88.7,1.5
74,0,88.7,1.5
73,0,88.7,1.4
75,0,88.7,1.5
72,0,88.7,1.5
70,0,88.7,1.4
96,0,88.7,1.5
82,0,88.7,1.5
71,0,88.7,1.4
67,0,88.7,1.5
69,0,88.7,1.5
71,0,88.7,1.5
66,0,87.8,1.4
65,0,87.8,1.5
63,0,87.8,1.5
72,0,87.8,1.4
69,0,87.8,1.5
54,0,87.8,1.5
61,0,87.8,1.4
64,0,87.8,1.5
62,0,87.8,1.5
62,0,86.9,1.4
58,0,86.9,1.5
58,0,86.9,1.5
60,0,86.9,1.4
86,0,86.9,1.5
79,0,86.9,1.5
69,0,86.9,1.4
72,0,86,1.5
79,0,86,1.5
69,0,86,1.4
74,0,86,1.5
76,0,86.9,1.5
78,0,86.9,1.4
78,0,86.9,1.5
78,0,87.8,1.5
80,0,87.8,1.4
81,0,87.8,1.5
81,0,87.8,1.5
81,0,87.8,1.4
81,0,88.7,1.5
81,0,88.7,1.5
81,0,88.7,1.4
81,0,88.7,1.5
82,0,88.7,1.5
82,0,88.7,1.5
80,0,88.7,1.4
84,0,88.7,1.5
82,0,88.7,1.5
79,0,88.7,1.4
73,0,88.7,1.5
80,0,89.6,1.5
79,0,89.6,1.4
79,0,89.6,1.5
80,0,89.6,1.5
80,0,89.6,1.4
80,0,90.5,1.5
81,0,90.5,1.5
80,0,90.5,1.4
80,0,90.5,1.5
80,0,90.5,1.5
80,0,90.5,1.4
83,0,90.5,1.5
80,0,90.5,1.5
81,0,89.6,1.4
85,0,89.6,1.5
71,0,89.6,1.5
70,0,88.7,1.4
68,0,88.7,1.5
74,0,87.8,1.5
74,0,87.8,1.4
82,0,87.8,1.6
73,0,87.8,1.4
72,0,87.8,1.5
74,0,86.9,1.5
74,0,86.9,1.4
77,0,86.9,1.5
76,0,86.9,1.5
76,0,86.9,1.4
73,0,86.9,1.5
78,0,86,1.5
75,0,86,1.4
77,0,86,1.5
77,0,86,1.5
78,0,86,1.4
78,0,86,1.5
83,0,86,1.6
81,0,86,1.6
73,0,86,1.5
73,0,86,1.4
73,0,86,1.5
74,0,86,1.5
77,0,86,1.4
75,0,86,1.5
78,0,86,1.5
76,0,86,1.4
76,0,86,1.5
77,0,85.1,1.5
72,0,85.1,1.4
73,0,85.1,1.5
72,0,85.1,1.5
74,0,85.1,1.4
74,0,85.1,1.5
76,0,85.1,1.5
76,0,85.1,1.4
76,0,85.1,1.5
78,0,85.1,1.5
77,0,85.1,1.4
77,0,85.1,1.5
76,0,85.1,1.5
77,0,85.1,1.4
76,0,84.2,1.5
77,0,84.2,1.5
89,0,84.2,1.8
76,0,84.2,1.5
82,0,84.2,1.6
71,0,84.2,1.5
68,0,84.2,1.5
71,0,84.2,1.5
71,0,84.2,1.4
73,0,84.2,1.5
74,0,84.2,1.5
67,0,85.1,1.4
56,0,85.1,1.5
56,0,85.1,1.5
61,0,85.1,1.4
61,0,85.1,1.5
54,0,85.1,1.5
52,0,85.1,1.4
50,0,85.1,1.5
48,0,84.2,1.5
58,0,84.2,1.4
55,0,84.2,1.5
49,0,84.2,1.5
48,0,84.2,1.4
52,0,84.2,1.5
47,0,84.2,1.5
47,0,84.2,1.4
49,0,84.2,1.5
48,0,85.1,1.5
76,0,85.1,1.4
73,0,85.1,1.5
67,0,85.1,1.5
68,0,85.1,1.5
73,0,85.1,1.4
72,0,85.1,1.5
72,0,85.1,1.5
74,0,85.1,1.4
77,0,85.1,1.6
79,0,85.1,1.5
71,0,85.1,1.4
67,0,85.1,1.5
75,0,85.1,1.5
65,0,86,1.4
69,0,86,1.5
70,0,86,1.5
67,0,86,1.4
73,0,86.9,1.5
70,0,86.9,1.5
69,0,86,1.5
71,0,86.9,1.4
72,0,86.9,1.5
68,0,86.9,1.5
71,0,86.9,1.4
73,0,86.9,1.5
73,0,86.9,1.5
74,0,86.9,1.4
75,0,86.9,1.5
75,0,86.9,1.5
76,0,86.9,1.4
75,0,86.9,1.5
75,0,86.9,1.5
74,0,86.9,1.4
75,0,86.9,1.5
85,0,86.9,1.5
69,0,86.9,1.4
70,0,86.9,1.5
73,0,86.9,1.5
73,0,86.9,1.4
74,0,86.9,1.5
74,0,86.9,1.5
73,0,86.9,1.4
74,0,86.9,1.5
74,0,86.9,1.5
74,0,86.9,1.4
73,0,86.9,1.5
74,0,86.9,1.5
73,0,86.9,1.4
73,0,86.9,1.5
73,0,86.9,1.5
78,0,86.9,1.4
71,0,86.9,1.5
67,0,86.9,1.5
70,0,86.9,1.5
69,0,86.9,1.4
71,0,86.9,1.5
70,0,86.9,1.5
72,0,86,1.4
73,0,86,1.5
72,0,86,1.5
72,0,86,1.4
73,0,86,1.5
72,0,86,1.5
72,0,86,1.4
73,0,86,1.5
92,113,81.5,2.4
102,17,81.5,3
105,40,82.4,3.1
110,37,82.4,4.3
113,64,83.3,4.8
114,37,83.3,4.8
104,0,83.3,2.9
90,0,83.3,2.1
100,0,83.3,2.5
98,0,83.3,2.4
101,0,84.2,2.5
102,0,84.2,2.7
102,0,85.1,2.6
96,0,85.1,2.7
102,0,85.1,2.8
94,0,86,2.3
93,0,86,2.1
94,0,86,2.2
91,0,86,2.1
97,0,86.9,2.4
97,0,86.9,2.4
94,6,86.9,2.3
101,33,86.9,2.7
94,0,86.9,2.3
91,0,86.9,2.1
100,0,86.9,2.6
98,0,86.9,2.5
101,0,86.9,2.6
97,0,86.9,2.4
98,0,86.9,2.4
101,0,86.9,2.7
98,0,86.9,2.4
103,0,86.9,2.8
102,0,86.9,2.6
97,0,86.9,2.4
94,32,86.9,2.4
102,0,86.9,2.6
103,0,86.9,2.8
100,0,86.9,2.6
95,0,86.9,2.2
92,0,86.9,1.9
95,10,86.9,2.4
99,0,86.9,2.7
93,24,86.9,2.3
96,0,86.9,2.2
95,0,86.9,2.2
96,0,86.9,2.4
86,0,86.9,2.1
89,0,86.9,1.9
95,0,86.9,2.1
89,0,87.8,1.9
92,0,87.8,2
98,0,87.8,2.5
96,0,87.8,2.4
95,0,88.7,2.2
94,0,88.7,2.1
91,0,88.7,2
96,0,88.7,2.2
99,0,88.7,2.5
97,0,88.7,2.3
97,0,88.7,2.4
99,0,89.6,2.5
96,0,89.6,2.3
101,0,89.6,2.7
107,0,89.6,3.1
100,0,89.6,2.5
99,0,89.6,2.5
102,0,89.6,2.7
98,0,89.6,2.5
105,0,89.6,2.8
102,0,89.6,2.7
98,0,89.6,2.5
101,0,89.6,2.5
90,0,88.7,1.9
97,0,89.6,2.3
99,0,88.7,2.4
102,0,88.7,2.7
97,0,89.6,2.4
93,0,89.6,2.1
95,0,89.6,2.2
97,0,89.6,2.3
102,0,89.6,2.7
98,0,89.6,2.4
97,0,89.6,2.4
99,0,89.6,2.4
100,0,89.6,2.6
103,0,90.5,2.8
100,0,90.5,2.5
101,0,89.6,2.6
105,0,90.5,2.9
102,0,90.5,2.6
97,0,90.5,2.3
91,0,89.6,2
93,0,89.6,2
98,0,90.5,2.5
96,0,89.6,2.3
99,0,89.6,2.5
105,0,89.6,2.9
94,0,89.6,2.1
97,0,89.6,2.4
97,0,89.6,2.4
96,0,89.6,2.3
93,0,89.6,2.1
98,0,89.6,2.4
103,0,89.6,2.7
100,16,89.6,2.7
96,0,89.6,2.4
93,0,89.6,2.1
94,0,89.6,2.2
96,0,89.6,2.5
96,0,89.6,2.3
103,0,89.6,2.8
104,0,89.6,2.8
101,0,88.7,2.6
104,0,88.7,2.9
106,0,88.7,2.9
98,0,88.7,2.2
104,0,88.7,2.9
106,16,88.7,3.1
108,0,88.7,3.1
107,0,88.7,3
96,0,88.7,2.3
98,0,88.7,2.4
101,0,88.7,2.7
96,0,88.7,2.4
101,0,88.7,2.6
95,0,89.6,2.3
98,0,89.6,2.3
100,0,89.6,2.5
98,0,89.6,2.5
97,0,89.6,2.5
95,0,89.6,2.2
90,0,89.6,1.9
91,0,89.6,1.9
93,26,89.6,2.4
113,67,89.6,5.8
104,0,89.6,3
95,0,88.7,2.3
94,0,88.7,2.1
96,0,88.7,2.3
96,0,88.7,2.2
93,0,88.7,2.1
95,0,88.7,2.2
97,0,88.7,2.3
98,0,88.7,2.4
98,0,88.7,2.4
97,0,88.7,2.3
103,0,88.7,2.8
98,0,88.7,2.4
103,0,88.7,3
118,0,88.7,6.7
126,0,88.7,8.8
125,0,88.7,9.5
122,0,88.7,8.2
117,0,88.7,5.3
125,0,88.7,7.6
113,47,88.7,4.8
120,33,88.7,7.8
108,0,88.7,3.1
101,0,87.8,2.6
95,0,87.8,2.3
95,0,86.9,2.2
94,0,86.9,2.2
94,0,86.9,2.1
95,0,86.9,2.2
94,0,86.9,2.2
95,0,86.9,2.2
93,0,87.8,2.1
92,0,87.8,2.1
96,0,87.8,2.3
99,0,87.8,2.5
95,0,87.8,2.3
97,0,87.8,2.3
89,0,87.8,1.9
95,0,87.8,2.2
93,0,88.7,2.1
91,6,88.7,2.2
99,42,88.7,2.8
103,44,88.7,2.9
105,34,88.7,3.1
102,0,87.8,2.7
107,0,87.8,3.1
104,19,87.8,3
107,0,87.8,3.2
103,0,87.8,3
108,0,87.8,3
110,0,87.8,3.2
103,0,87.8,2.8
107,0,87.8,3.2
100,0,87.8,2.7
110,0,88.7,3.3
111,0,88.7,3.5
110,0,88.7,3.3
107,0,88.7,3.2
101,0,89.6,2.6
104,0,89.6,2.7
95,0,89.6,2.4
105,0,89.6,2.9
99,0,89.6,2.5
106,0,89.6,3
106,0,89.6,3.2
100,0,89.6,2.4
89,59,89.6,2.2
83,38,89.6,1.8
105,20,89.6,2.9
98,86,89.6,2.9
93,0,88.7,2.2
106,0,88.7,2.9
100,0,88.7,2.5
97,0,88.7,2.3
97,0,87.8,2.3
102,0,87.8,2.7
98,0,87.8,2.4
98,0,87.8,2.4
103,0,87.8,2.7
97,0,87.8,2.4
96,0,86.9,2.2
93,0,86.9,2.1
83,0,86.9,1.7
81,16,86.9,1.7
86,0,86.9,1.8
97,0,86.9,2.5
99,0,86.9,2.5
102,0,86,2.7
98,0,86,2.5
99,0,86,2.6
96,0,86,2.3
93,0,86,2.2
87,0,86,1.9
86,0,86,1.9
94,0,86,2.3
99,0,86.9,2.4
100,0,86.9,2.8
95,0,86.9,2.3
95,0,86.9,2.3
97,0,86.9,2.5
96,0,86.9,2.5
85,0,86.9,1.9
92,7,86.9,2.3
99,7,86.9,2.7
89,0,86.9,2.1
104,0,86.9,3
104,0,86.9,2.6
93,72,86,2.2
97,71,86,2.8
106,29,86.9,3.2
108,7,86.9,3.3
94,0,86.9,2.3
92,0,86.9,2
95,0,86.9,2.2
89,0,86.9,1.9
94,0,86.9,2.2
98,0,86.9,2.5
88,0,86.9,1.8
94,0,86.9,2.2
99,0,86.9,2.5
94,0,86.9,2.1
95,0,87.8,2.3
91,0,87.8,1.9
93,0,87.8,2.1
93,0,87.8,2.2
95,0,87.8,2.2
96,0,87.8,2.3
96,0,87.8,2.2
96,0,88.7,2.3
99,0,88.7,2.5
89,0,88.7,1.9
97,0,88.7,2.5
99,0,88.7,2.5
99,0,88.7,2.5
98,0,88.7,2.4
96,0,88.7,2.3
98,0,88.7,2.4
99,0,88.7,2.5
91,0,88.7,2.1
89,0,88.7,1.9
92,0,88.7,2
93,0,88.7,2.1
90,0,88.7,2
90,0,88.7,1.9
83,0,88.7,1.5
90,0,88.7,2
100,0,88.7,2.5
92,0,89.6,2.1
96,0,89.6,2.3
91,0,89.6,2
95,0,89.6,2.3
94,0,89.6,2.2
91,0,89.6,2
92,0,89.6,2
90,0,89.6,2
89,0,89.6,1.9
92,0,89.6,2
82,0,89.6,1.6
97,0,89.6,2.3
96,0,89.6,2.4
96,0,89.6,2.2
91,0,89.6,2
96,29,89.6,2.4
95,0,89.6,2.4
90,0,89.6,2
93,40,89.6,2.5
91,0,89.6,2
94,0,89.6,2.2
88,0,88.7,1.8
97,0,88.7,2.4
98,0,88.7,2.5
91,0,88.7,2
91,0,88.7,2.1
95,0,88.7,2.3
90,0,88.7,2
90,0,88.7,2
94,0,88.7,2.2
91,0,88.7,2
88,0,88.7,1.9
88,0,88.7,1.8
91,0,88.7,2
94,0,88.7,2.3
94,0,88.7,2.2
96,0,88.7,2.3
92,0,88.7,2
96,0,89.6,2.3
92,0,89.6,2.1
86,0,89.6,1.8
86,0,89.6,1.7
88,0,89.6,1.8
90,0,89.6,1.9
91,0,89.6,2
89,0,89.6,1.9
82,0,89.6,1.5
91,0,89.6,2
94,0,89.6,2.2
88,0,89.6,1.8
91,0,89.6,2.1
92,0,89.6,2.1
88,0,89.6,1.8
88,0,89.6,1.9
93,0,89.6,2.2
93,0,89.6,2.1
96,0,89.6,2.3
92,0,89.6,2.1
95,0,89.6,2.3
90,0,89.6,2
88,0,89.6,1.8
100,0,89.6,2.5
94,0,89.6,2.2
95,0,89.6,2.3
96,0,89.6,2.3
95,0,89.6,2.3
92,0,89.6,2
92,0,89.6,2
97,0,89.6,2.4
92,0,89.6,2
93,0,90.5,2.1
94,0,90.5,2.2
93,0,90.5,2.1
95,0,90.5,2.3
88,0,90.5,1.8
97,0,90.5,2.4
95,0,90.5,2.2
92,0,90.5,2.1
90,0,89.6,1.9
95,0,89.6,2.3
92,0,89.6,2.1
90,0,89.6,2
90,0,89.6,1.9
84,0,89.6,1.6
88,0,89.6,1.8
86,0,89.6,1.7
91,0,89.6,2.1
86,0,89.6,1.8
92,0,89.6,2
86,0,89.6,1.7
90,0,89.6,2
96,0,89.6,2.3
94,0,89.6,2.1
86,0,89.6,1.7
89,0,89.6,1.8
92,0,89.6,2.1
97,0,89.6,2.4
91,0,89.6,2
86,0,89.6,1.8
88,0,89.6,1.8
94,0,89.6,2.1
97,0,89.6,2.4
99,0,89.6,2.5
101,0,89.6,2.6
95,70,89.6,2.6
99,26,89.6,2.6
93,0,88.7,2.5
99,29,88.7,2.7
94,0,88.7,2.2
86,0,88.7,1.8
90,0,87.8,1.9
93,0,87.8,2
86,10,87.8,1.8
92,0,87.8,2
102,0,86.9,2.6
97,0,86.9,2.2
95,0,86.9,2.2
98,0,86.9,2.5
95,0,86.9,2.3
92,0,86.9,2.1
89,0,86.9,1.9
94,8,86.9,2.3
83,0,86.9,1.6
86,0,86.9,1.8
92,0,86.9,2.1
80,0,86.9,1.6
88,0,86.9,1.9
86,0,86.9,1.8
85,0,86.9,1.6
91,0,86.9,2
88,0,86.9,1.9
90,0,86.9,1.9
84,0,87.8,1.6
91,0,87.8,2
83,0,87.8,1.6
88,0,87.8,1.8
91,0,87.8,2
94,0,87.8,2.2
87,0,87.8,1.8
83,0,87.8,1.7
76,0,87.8,1.6
84,0,87.8,1.7
84,0,87.8,1.6
87,0,87.8,1.7
91,0,88.7,2.1
87,0,87.8,1.8
87,0,88.7,1.8
87,0,87.8,1.7
84,0,87.8,1.7
85,0,88.7,1.7
89,0,87.8,1.9
92,0,87.8,2
88,0,88.7,1.9
90,0,88.7,2
90,0,88.7,2
85,0,87.8,1.8
87,0,87.8,1.9
79,0,87.8,1.7
86,0,87.8,1.9
89,0,87.8,2
88,0,87.8,1.8
90,0,87.8,2
81,0,87.8,1.5
77,0,87.8,1.6
96,0,87.8,2.2
94,0,87.8,2.1
93,0,87.8,2.3
85,0,87.8,1.8
86,0,87.8,1.7
87,0,87.8,1.7
81,0,87.8,1.6
83,0,87.8,1.6
83,0,88.7,1.6
82,0,88.7,1.7
102,0,88.7,2.7
98,0,88.7,2.5
78,0,88.7,1.5
59,0,88.7,1.5
84,62,88.7,2.1
117,115,88.7,6.3
115,114,88.7,6.3
120,109,88.7,7.6
106,0,89.6,3.5
97,17,89.6,2.3
103,0,89.6,2.7
90,0,88.7,1.8
100,0,88.7,2.5
114,104,88.7,6.1
118,106,88.7,7.4
116,104,88.7,6.8
125,98,88.7,9.7
123,105,87.8,9.3
122,95,87.8,8.9
98,26,87.8,2.8
92,118,87.8,2.4
114,107,87.8,5.3
118,109,87.8,5.7
120,100,87.8,7.5
123,31,87.8,7.5
111,28,86.9,3.6
98,24,86.9,2.5
103,0,86,2.6
116,53,86,4.3
109,0,86,2.9
102,14,86,2.9
107,0,86,2.8
105,0,86,2.8
113,0,86,4.4
113,28,86,4.8
107,0,86,2.8
115,10,86,5.4
111,34,86.9,4.5
105,14,86.9,2.8
100,0,86.9,2.6
101,0,86.9,2.5
105,0,86.9,3
90,0,86.9,2
91,0,86.9,2.2
92,0,87.8,2.3
95,0,87.8,2.3
