hr,steps,gsr,calories,temp
108,0,0.000222348,3.2,87.8
103,24,0.000256763,2.9,87.8
104,0,0.000259621,3,88.7
110,0,0.000298151,3.2,88.7
102,0,0.000120952,2.7,88.7
101,0,8.12E-05,2.5,88.7
104,0,8.07E-05,3,88.7
107,0,8.12E-05,3,88.7
99,0,6.44E-05,2.5,88.7
97,0,6.47E-05,2.4,88.7
94,0,8.12E-05,1.9,88.7
96,0,8.12E-05,2.1,88.7
93,0,8.35E-05,1.9,88.7
94,0,8.49E-05,2,89.6
92,0,0.000107085,1.8,88.7
94,0,7.73E-05,2,88.7
99,0,9.86E-05,2.4,88.7
100,57,0.000129258,2.7,88.7
95,101,0.000124346,2.4,89.6
103,32,0.000115074,2.8,88.7
103,43,0.000101319,2.8,88.7
102,58,7.07E-05,2.9,88.7
96,68,7.99E-05,2.4,88.7
98,39,9.86E-05,2.4,87.8
99,49,5.86E-05,2.6,87.8
95,79,6.09E-05,2.3,87.8
102,49,9.86E-05,2.7,87.8
101,58,0.000108878,2.7,87.8
97,34,0.000103587,2.4,87.8
92,33,6.92E-05,2,87.8
104,45,6.44E-05,2.8,87.8
97,0,9.48E-05,2.4,87.8
89,40,8.30E-05,1.9,87.8
90,53,9.86E-05,2,86.9
100,89,0.000108878,2.7,87.8
106,66,7.27E-05,3,87.8
104,56,0.00011009,2.7,86.9
107,100,0.000103587,3.9,86.9
99,34,9.69E-05,2.5,86.9
107,75,9.80E-05,3.9,86.9
119,77,0.000150927,6.4,86.9
100,39,0.000189375,2.6,86.9
99,0,0.000235002,2.5,86.9
96,0,0.000258188,2.2,86.9
97,0,0.000221121,2.3,86.9
92,0,0.000166738,1.9,86.9
95,12,0.000152607,2.2,86.9
100,34,0.000127835,2.7,86.9
101,0,0.000113808,2.7,86.9
102,73,0.000132886,2.9,86.9
105,24,0.000129258,2.9,86.9
95,32,9.97E-05,2.2,86.9
103,102,0.000101319,3,86.9
100,24,0.00011896,2.7,87.8
94,0,0.000138135,2.3,87.8
98,0,0.000138902,2.6,87.8
92,0,0.000427252,2.1,87.8
92,0,0.00018833,2,87.8
93,0,0.000293241,2,88.7
94,0,0.000288412,2.3,88.7
98,0,0.000216279,2.4,88.7
101,23,0.000454073,2.6,88.7
100,0,0.00018729,2.6,88.7
89,0,0.000228587,2,88.7
96,11,0.000291622,2.6,88.7
94,40,0.000226071,2.2,88.7
94,12,0.000252535,2.6,88.7
96,29,0.000213898,2.3,87.8
93,0,0.00012713,2.5,87.8
100,34,8.63E-05,2.8,87.8
104,6,5.73E-05,3.1,87.8
97,0,6.02E-05,2.3,87.8
95,0,0.000363893,2.4,87.8
96,9,0.000241596,2.6,87.8
102,0,0.000672663,2.9,87.8
95,0,0.000311649,2.2,87.8
94,0,0.000222348,2.2,87.8
96,0,0.000241596,2.5,87.8
97,0,0.00020238,2.6,88.7
96,0,0.000177205,2.5,88.7
101,0,0.000224823,2.9,88.7
95,0,6.36E-05,2.1,88.7
94,0,0.000901986,2.4,88.7
107,78,0.00139669,3.4,88.7
110,86,0.000474632,3.5,88.7
106,49,0.000135861,3.7,88.7
94,0,0.00018833,2.1,88.7
100,0,6.92E-05,2.6,88.7
100,0,0.000216279,2.6,88.7
99,0,0.000113179,2.7,88.7
102,0,7.68E-05,2.6,88.7
102,0,0.000334901,2.8,88.7
108,7,0.000185228,4.1,88.7
98,91,9.69E-05,2.7,88.7
103,30,0.000180172,2.7,88.7
101,33,0.000365912,2.9,88.7
104,0,0.000417897,3.1,87.8
96,0,0.000563475,2.6,87.8
94,0,0.000542061,2.2,88.7
94,0,0.000803007,2.1,88.7
93,0,0.000261062,2.1,88.7
97,0,0.000204633,2.4,88.7
104,0,0.000524355,3.1,88.7
101,30,0.000301469,2.9,88.7
99,19,7.56E-05,2.5,88.7
98,0,0.000163087,2.4,88.7
97,0,7.19E-05,2.5,88.7
103,0,0.000147622,3,88.7
99,11,0.00015776,2.5,88.7
98,26,0.000569748,2.6,88.7
94,0,0.000420216,2.1,88.7
88,0,0.000474632,2,88.7
95,0,0.000132152,2.4,88.7
102,0,0.000265433,2.9,88.7
99,0,0.000258188,2.6,88.7
94,25,0.00019577,2.5,88.7
86,0,0.000129258,1.7,87.8
85,0,6.58E-05,1.6,88.7
79,0,6.73E-05,1.5,87.8
84,0,0.000106494,1.5,87.8
83,0,9.86E-05,1.4,88.7
85,0,6.92E-05,1.6,88.7
86,0,5.99E-05,1.5,88.7
86,0,6.36E-05,1.6,89.6
85,0,6.33E-05,1.5,89.6
87,0,7.23E-05,1.6,89.6
86,0,6.65E-05,1.6,89.6
86,0,6.23E-05,1.5,89.6
81,0,5.79E-05,1.5,89.6
87,10,5.79E-05,1.8,89.6
84,7,5.73E-05,1.5,89.6
87,0,6.47E-05,1.8,89.6
88,9,7.43E-05,1.9,90.5
91,9,6.84E-05,2.1,90.5
99,23,6.76E-05,2.4,89.6
93,0,6.44E-05,2.1,89.6
96,14,6.47E-05,2.4,89.6
91,31,6.40E-05,2,89.6
98,0,6.51E-05,2.6,89.6
94,23,6.58E-05,2.3,88.7
97,7,6.33E-05,2.4,88.7
97,0,5.67E-05,2.3,88.7
90,12,6.02E-05,1.8,88.7
93,24,5.92E-05,2.2,88.7
104,0,6.33E-05,2.9,88.7
112,0,5.89E-05,4.2,88.7
105,13,6.44E-05,2.8,88.7
105,13,7.27E-05,3,88.7
93,17,5.63E-05,2.2,87.8
99,14,0.00011962,2.4,87.8
92,12,5.89E-05,2.1,87.8
98,11,6.76E-05,2.5,86.9
110,26,5.73E-05,3.8,86.9
92,0,7.19E-05,2.1,86.9
90,0,0.000100204,1.8,86.9
107,0,0.000111933,2.9,86.9
107,27,0.000139673,2.8,86.9
91,0,0.000167663,1.9,86.9
101,0,0.000130697,2.2,86.9
98,22,0.000179178,2.6,87.8
93,0,0.000261062,2.1,86.9
92,0,0.000145191,2,86.9
92,10,0.000303143,2,86.9
82,0,0.000237618,1.5,87.8
82,0,0.000325759,1.5,87.8
86,22,0.000280539,1.7,87.8
103,23,0.000241596,3,88.7
100,27,0.000116355,2.8,88.7
91,25,9.91E-05,2,88.7
97,24,0.000108277,2.5,88.7
103,23,7.99E-05,2.8,88.7
91,22,6.12E-05,2.2,88.7
101,0,8.58E-05,2.5,88.7
108,26,0.000104162,3.7,88.7
102,89,8.97E-05,3,88.7
105,94,0.000165818,3.5,87.8
97,79,0.000167663,2.8,87.8
101,105,0.00015776,2.6,86.9
101,12,0.000101881,2.8,86.9
97,40,5.60E-05,2.5,86
96,37,8.30E-05,2.4,86
89,36,0.000101881,1.9,86
86,0,0.000148441,1.6,86
92,0,0.000240263,2,86
88,0,0.000311649,1.7,86
85,0,0.000338629,1.8,86.9
94,23,0.000216279,2.2,86.9
88,0,0.000179178,1.6,87.8
88,0,0.000129976,1.8,87.8
92,14,0.000122977,2,87.8
88,9,0.000156023,2,87.8
87,16,0.000122298,2,87.8
97,0,0.000304825,2.4,87.8
98,0,7.30821,3.1,94.1
97,11,0.184192,2.8,93.2
93,14,0.0439219,2.5,91.4
103,11,0.0309914,3.4,90.5
87,0,0.017818,1.8,89.6
86,0,0.020237,1.7,88.7
89,16,0.0277437,2,88.7
96,0,0.0173316,2.3,87.8
93,51,0.0165809,2.1,87.8
89,0,0.0125724,1.7,87.8
86,0,0.0110085,1.6,87.8
89,36,0.0117645,2,86.9
91,17,0.00363884,1.9,86.9
83,0,0.00252528,1.6,86.9
83,0,0.00545056,1.7,86.9
76,0,0.002363,1.4,86.9
76,0,0.0021037,1.5,86.9
77,0,0.00158631,1.5,86.9
79,0,0.00135107,1.4,87.8
82,0,0.00113805,1.6,87.8
85,0,0.00122295,1.5,87.8
82,0,0.00182173,1.5,87.8
87,0,0.00167659,1.6,88.7
86,0,0.000811946,1.6,87.8
84,0,0.00071489,1.5,87.8
82,0,0.000755575,1.5,87.8
85,0,0.000867707,1.5,87.8
82,0,0.000734951,1.4,87.8
85,0,0.00072686,1.6,87.8
83,0,0.000625962,1.5,87.8
83,0,0.000542061,1.5,87.8
84,0,0.000501643,1.5,86.9
78,0,0.000472012,1.5,86.9
77,0,0.000482579,1.4,86.9
75,0,0.000496121,1.5,86.9
75,0,0.000479915,1.5,87.8
77,0,0.000429623,1.4,87.8
75,0,0.000352006,1.5,87.8
79,0,0.000229856,1.5,87.8
78,0,0.000222348,1.4,87.8
78,0,0.000231132,1.5,87.8
77,0,0.000236306,1.5,87.8
79,0,0.000194689,1.5,88.7
77,0,0.000176227,1.4,87.8
78,0,0.000185228,1.5,88.7
78,0,0.000145191,1.5,88.7
79,0,0.000133623,1.4,88.7
75,0,0.00011962,1.5,87.8
81,0,0.000108277,1.5,86.9
83,0,9.91E-05,1.5,87.8
82,0,8.87E-05,1.5,87.8
82,0,8.39E-05,1.5,86.9
78,0,7.43E-05,1.5,87.8
82,0,6.92E-05,1.4,86.9
85,0,6.51E-05,1.6,87.8
91,31,6.51E-05,2.2,87.8
101,22,6.36E-05,2.8,87.8
99,17,6.54E-05,2.6,88.7
87,0,6.16E-05,1.6,87.8
86,0,6.09E-05,1.5,87.8
89,0,6.16E-05,1.9,87.8
99,18,6.29E-05,2.8,87.8
102,0,6.36E-05,2.8,87.8
100,0,6.84E-05,2.7,88.7
97,13,6.26E-05,2.6,87.8
94,18,6.33E-05,2.2,87.8
90,0,6.16E-05,1.8,87.8
87,0,6.73E-05,1.5,87.8
87,0,6.80E-05,1.6,87.8
87,0,6.54E-05,1.6,87.8
86,0,6.62E-05,1.5,87.8
89,0,6.69E-05,1.9,87.8
80,0,6.54E-05,1.5,88.7
84,0,6.73E-05,1.5,88.7
80,0,6.47E-05,1.5,88.7
79,0,6.02E-05,1.4,88.7
80,0,5.96E-05,1.5,88.7
85,0,6.02E-05,1.5,87.8
84,0,6.02E-05,1.6,87.8
80,0,6.19E-05,1.4,88.7
81,0,6.06E-05,1.5,88.7
83,0,6.09E-05,1.5,88.7
81,0,6.06E-05,1.5,88.7
85,0,5.89E-05,1.5,88.7
82,0,5.76E-05,1.4,88.7
84,0,5.67E-05,1.5,88.7
85,0,5.76E-05,1.5,88.7
82,0,5.73E-05,1.5,88.7
85,0,5.67E-05,1.6,88.7
85,0,5.67E-05,1.5,88.7
85,0,5.73E-05,1.5,88.7
86,0,5.63E-05,1.5,88.7
85,0,5.70E-05,1.5,88.7
87,0,5.67E-05,1.6,88.7
83,0,5.70E-05,1.5,88.7
84,0,5.73E-05,1.5,89.6
85,0,5.73E-05,1.6,89.6
85,0,5.70E-05,1.5,89.6
83,0,5.70E-05,1.5,89.6
84,0,5.70E-05,1.6,89.6
83,0,5.67E-05,1.4,89.6
88,0,5.70E-05,1.8,89.6
86,0,5.70E-05,1.5,89.6
87,0,5.63E-05,1.7,88.7
87,0,5.70E-05,1.6,89.6
85,0,5.70E-05,1.5,88.7
84,0,5.73E-05,1.5,89.6
85,0,5.79E-05,1.7,89.6
85,0,5.76E-05,1.5,89.6
88,0,5.79E-05,1.6,89.6
85,0,5.76E-05,1.5,89.6
88,0,5.79E-05,1.6,90.5
87,0,5.79E-05,1.6,90.5
96,14,5.79E-05,2.5,89.6
103,28,5.76E-05,2.8,89.6
90,0,5.73E-05,1.8,89.6
91,0,5.70E-05,2,88.7
96,17,5.67E-05,2.3,88.7
92,0,5.67E-05,2.2,88.7
86,0,5.67E-05,1.5,88.7
86,0,5.67E-05,1.5,87.8
83,0,5.67E-05,1.5,87.8
85,0,5.67E-05,1.5,87.8
90,0,5.63E-05,2,87.8
97,54,5.60E-05,2.5,87.8
91,0,5.57E-05,1.7,87.8
84,0,5.76E-05,1.6,87.8
92,0,5.60E-05,1.8,87.8
93,0,5.63E-05,1.9,87.8
93,0,5.86E-05,1.8,87.8
93,0,5.89E-05,1.9,87.8
84,0,7.39E-05,1.5,88.7
93,0,6.99E-05,1.9,88.7
92,0,5.60E-05,1.8,88.7
92,0,5.67E-05,1.8,88.7
106,0,5.67E-05,2.5,88.7
84,0,5.67E-05,1.6,88.7
86,0,5.70E-05,1.6,88.7
99,0,5.67E-05,2.3,88.7
97,0,5.63E-05,2.1,88.7
90,0,5.63E-05,1.7,89.6
85,0,5.63E-05,1.6,89.6
88,0,5.67E-05,1.7,88.7
92,0,6.44E-05,1.7,89.6
96,0,5.70E-05,2.1,89.6
91,0,5.67E-05,1.8,89.6
95,0,5.70E-05,2,89.6
90,0,5.73E-05,1.7,89.6
89,0,5.76E-05,1.6,89.6
85,0,5.89E-05,1.5,88.7
93,0,5.67E-05,1.9,88.7
93,0,5.57E-05,1.8,88.7
94,0,5.70E-05,2,88.7
93,0,5.70E-05,1.9,89.6
91,0,5.67E-05,1.8,89.6
92,0,5.70E-05,1.8,89.6
85,0,5.70E-05,1.6,89.6
81,0,5.67E-05,1.5,89.6
91,34,5.67E-05,2,88.7
97,32,5.67E-05,2.3,88.7
92,0,5.63E-05,1.9,88.7
95,0,5.67E-05,2,88.7
88,0,5.63E-05,1.6,88.7
88,0,5.67E-05,1.7,88.7
99,0,5.63E-05,2.1,88.7
86,0,5.63E-05,1.6,88.7
97,0,5.63E-05,2.1,88.7
92,0,5.63E-05,1.8,88.7
87,0,5.79E-05,1.6,89.6
87,0,5.70E-05,1.7,89.6
89,0,5.70E-05,1.8,89.6
90,0,5.73E-05,1.6,89.6
88,0,5.73E-05,1.6,89.6
90,0,5.70E-05,1.8,89.6
93,0,5.70E-05,1.8,89.6
95,0,5.79E-05,2,89.6
100,0,5.79E-05,2.4,89.6
94,0,5.73E-05,2,89.6
96,0,5.73E-05,2.1,89.6
88,0,5.86E-05,1.6,89.6
93,0,5.67E-05,2,89.6
96,0,5.67E-05,1.7,89.6
91,0,5.67E-05,1.8,89.6
91,0,5.67E-05,1.8,89.6
98,0,5.67E-05,2.2,89.6
95,0,5.73E-05,2,89.6
94,0,5.73E-05,1.9,89.6
96,0,5.73E-05,2.1,89.6
97,0,5.76E-05,2.1,89.6
95,0,5.76E-05,2,89.6
96,0,5.73E-05,2,89.6
95,0,5.70E-05,2,89.6
98,0,5.73E-05,2.2,89.6
93,0,5.70E-05,1.8,89.6
90,0,6.02E-05,1.7,89.6
92,0,5.70E-05,2,89.6
92,0,5.73E-05,1.7,89.6
90,0,5.70E-05,1.7,89.6
88,0,5.73E-05,1.6,89.6
86,0,5.73E-05,1.5,89.6
86,0,5.79E-05,1.5,89.6
86,0,5.73E-05,1.5,89.6
87,0,5.79E-05,1.6,89.6
95,0,5.73E-05,2,89.6
95,0,5.76E-05,2,89.6
92,0,5.76E-05,1.8,89.6
95,0,5.79E-05,2,89.6
98,0,5.76E-05,2.1,89.6
93,0,5.79E-05,1.9,89.6
97,0,5.70E-05,2.1,89.6
92,0,5.79E-05,1.7,89.6
88,0,5.73E-05,1.8,89.6
94,0,5.73E-05,1.8,89.6
90,0,5.73E-05,1.8,89.6
97,0,5.70E-05,2.2,89.6
93,0,5.76E-05,1.9,89.6
91,0,5.89E-05,1.8,89.6
95,0,5.76E-05,1.9,89.6
94,0,5.83E-05,2,89.6
91,0,5.76E-05,1.8,89.6
84,0,5.73E-05,1.5,89.6
89,0,5.76E-05,1.7,89.6
90,0,5.67E-05,1.7,89.6
92,0,5.76E-05,1.9,89.6
95,0,5.79E-05,1.9,89.6
82,0,5.73E-05,1.5,89.6
89,0,5.70E-05,1.8,89.6
91,0,5.73E-05,1.7,89.6
93,0,5.73E-05,1.8,89.6
92,0,5.79E-05,1.8,89.6
97,0,5.76E-05,2.2,89.6
86,0,5.79E-05,1.5,89.6
92,0,5.73E-05,1.8,89.6
87,0,5.73E-05,1.5,89.6
86,0,5.83E-05,1.5,89.6
86,0,5.79E-05,1.5,89.6
93,0,5.73E-05,2,89.6
93,0,5.73E-05,1.8,89.6
91,0,5.70E-05,1.8,89.6
91,0,5.73E-05,1.8,88.7
84,0,5.73E-05,1.6,89.6
88,0,5.73E-05,1.7,88.7
85,0,5.67E-05,1.9,89.6
101,30,5.83E-05,2.7,89.6
107,11,5.70E-05,3,88.7
112,85,5.67E-05,3.4,88.7
126,116,5.73E-05,6.8,88.7
152,122,5.63E-05,13.2,87.8
181,121,5.57E-05,17.6,86.9
152,56,5.54E-05,13.2,86
121,0,5.54E-05,4.5,86
104,0,5.51E-05,2.5,86.9
91,0,5.51E-05,1.8,86
89,19,5.57E-05,1.7,86
101,0,5.51E-05,2.2,86.9
107,0,5.89E-05,2.6,86.9
100,0,8.87E-05,2.2,86.9
110,93,8.16E-05,2.8,86.9
126,121,0.000105906,6.6,87.8
159,117,5.54E-05,14.1,86.9
181,100,5.54E-05,17.5,86
176,105,5.45E-05,16.7,86
139,107,5.51E-05,9.9,85.1
119,43,5.48E-05,4.3,85.1
114,102,5.51E-05,3.5,84.2
117,110,5.70E-05,3.5,85.1
114,110,6.44E-05,3.4,85.1
109,99,6.62E-05,3.1,85.1
113,96,7.23E-05,3.2,85.1
107,0,0.000152607,2.9,85.1
102,21,8.39E-05,2.5,85.1
108,14,6.99E-05,2.9,84.2
98,27,7.94E-05,2.4,84.2
99,0,8.53E-05,2.3,84.2
93,0,5.73E-05,1.8,84.2
92,0,0.000110701,1.8,85.1
91,0,0.000127835,1.7,85.1
92,0,5.96E-05,1.8,86
94,19,9.22E-05,2.1,86
96,0,7.19E-05,2.2,86
92,0,7.47E-05,1.8,86.9
101,35,6.80E-05,2.6,86.9
115,41,7.15E-05,4,86.9
108,50,6.99E-05,3.1,86.9
103,27,6.26E-05,2.4,86.9
99,0,5.79E-05,2.6,86.9
96,0,7.51E-05,2.3,86.9
95,0,0.000103587,2.2,86.9
106,0,0.000252535,2.7,86.9
95,11,0.000171417,1.9,87.8
92,0,8.97E-05,2.1,87.8
99,0,0.000165818,2.5,87.8
104,40,9.43E-05,2.5,87.8
103,22,8.12E-05,2.7,87.8
101,0,6.51E-05,2.6,86.9
89,23,6.76E-05,2,87.8
90,12,9.80E-05,2.2,86.9
93,0,5.54E-05,2.1,86.9
105,0,6.69E-05,2.8,86.9
107,11,8.92E-05,3,86.9
94,9,9.38E-05,2.2,86.9
97,0,6.44E-05,2.1,86.9
94,11,5.57E-05,2.2,86.9
92,0,6.19E-05,2,86
91,0,8.21E-05,2.1,86.9
88,0,9.07E-05,1.8,86.9
89,0,8.58E-05,1.9,86.9
87,0,0.000135111,1.7,86.9
81,0,7.03E-05,1.6,87.8
99,0,0.000145191,2.1,87.8
92,0,0.00011962,1.9,87.8
96,0,0.00018833,2.2,87.8
94,0,0.000175254,2.1,87.8
93,0,0.000103587,2.1,88.7
92,19,0.000209214,1.9,88.7
88,0,0.000107085,1.7,87.8
93,9,8.97E-05,2,87.8
95,22,9.07E-05,1.9,87.8
87,0,6.02E-05,1.8,87.8
92,0,8.87E-05,2,87.8
87,0,8.44E-05,1.8,87.8
86,0,8.77E-05,1.7,87.8
90,0,8.12E-05,1.9,87.8
89,0,0.000136615,1.8,87.8
91,0,9.38E-05,1.8,87.8
95,15,0.000136615,2.2,87.8
111,37,0.000108277,3.1,87.8
115,36,9.32E-05,3.1,87.8
116,13,6.62E-05,2.8,86.9
103,0,6.92E-05,2.4,87.8
101,31,6.06E-05,2.5,86.9
102,22,5.86E-05,2.3,86.9
105,0,5.96E-05,2.6,86.9
102,49,6.19E-05,2.5,86.9
100,0,5.99E-05,2.2,86.9
99,31,5.73E-05,2.4,86
110,22,5.79E-05,2.7,86.9
96,32,7.23E-05,2.2,86.9
90,0,6.92E-05,2,86.9
96,0,5.63E-05,2.5,86.9
93,0,6.36E-05,2,86.9
90,0,5.70E-05,1.8,86.9
87,0,7.03E-05,1.6,86.9
95,0,7.27E-05,1.9,86.9
91,0,6.80E-05,1.8,86.9
83,0,6.92E-05,1.7,86.9
95,0,7.07E-05,2.2,86.9
104,65,7.47E-05,2.5,86.9
119,48,5.76E-05,4.2,86.9
106,64,5.51E-05,2.9,85.1
103,99,6.33E-05,2.6,86
101,8,5.54E-05,2,85.1
93,0,5.51E-05,1.9,85.1
97,14,5.45E-05,2.3,84.2
83,0,7.15E-05,1.5,85.1
107,0,5.42E-05,2.9,85.1
114,25,6.65E-05,2.8,85.1
115,0,5.51E-05,3.1,86
108,11,9.12E-05,2.5,85.1
110,40,5.36E-05,3.3,85.1
138,42,5.83E-05,11.2,85.1
148,75,5.51E-05,12.6,85.1
136,0,5.51E-05,10,85.1
121,0,5.42E-05,4.8,84.2
110,12,5.42E-05,2.9,84.2
106,39,5.36E-05,2.7,84.2
100,0,5.54E-05,2.2,84.2
92,0,5.54E-05,1.8,84.2
94,0,6.02E-05,2.1,84.2
127,87,5.73E-05,7.5,85.1
134,51,5.33E-05,10.5,85.1
117,75,5.39E-05,3.9,85.1
106,53,5.39E-05,3.1,85.1
104,0,5.67E-05,2.8,85.1
90,0,5.51E-05,2.1,85.1
87,0,6.12E-05,1.7,86
98,0,5.54E-05,2.1,86
106,0,5.48E-05,2.6,86
111,0,5.51E-05,2.6,86
94,0,5.42E-05,1.8,86
97,0,6.16E-05,2.1,86
94,0,5.51E-05,1.3,86
99,0,0.00020238,2.3,86.9
96,0,6.26E-05,2,86.9
89,0,9.97E-05,1.6,87.8
91,0,7.81E-05,1.8,87.8
100,0,8.63E-05,2.5,87.8
92,0,6.44E-05,2.1,87.8
104,0,6.51E-05,2.7,87.8
110,36,7.77E-05,3.2,87.8
99,0,5.51E-05,2.3,87.8
112,16,5.60E-05,3,86.9
96,25,5.54E-05,2.5,87.8
92,32,5.57E-05,2.2,87.8
106,0,5.57E-05,2.8,86.9
101,0,5.92E-05,2.3,86.9
93,29,5.51E-05,2.1,86.9
106,0,7.27E-05,2.5,86.9
106,22,5.54E-05,2.9,86.9
109,24,5.67E-05,2.8,86.9
99,0,5.57E-05,2.2,86.9
97,24,5.57E-05,2.7,86.9
101,7,5.60E-05,2.2,86.9
95,0,5.67E-05,2,86.9
93,0,7.73E-05,1.8,86.9
97,0,6.51E-05,2.1,86
97,0,8.16E-05,2.1,86.9
92,0,5.54E-05,1.8,86.9
93,0,5.92E-05,1.9,86.9
93,0,6.16E-05,1.9,86.9
95,0,5.86E-05,1.9,86.9
90,0,5.60E-05,1.7,87.8
93,0,5.57E-05,1.8,87.8
94,0,5.67E-05,1.8,87.8
93,0,5.70E-05,1.9,87.8
92,0,5.70E-05,1.9,87.8
95,0,5.63E-05,2,87.8
101,0,5.60E-05,2.3,87.8
102,0,5.67E-05,2.3,87.8
103,0,5.67E-05,2.3,87.8
103,0,5.73E-05,2.4,88.7
97,27,5.86E-05,2.3,88.7
107,0,5.92E-05,2.7,89.6
102,0,5.73E-05,2.3,88.7
102,0,5.89E-05,2.4,88.7
104,0,5.73E-05,2.4,88.7
104,0,5.83E-05,2.5,88.7
106,0,5.83E-05,2.5,89.6
96,0,5.76E-05,2,89.6
103,0,5.76E-05,2.4,89.6
100,0,5.70E-05,2.3,89.6
103,0,5.73E-05,2.3,88.7
105,0,5.79E-05,2.5,88.7
103,0,5.79E-05,2.3,88.7
102,0,5.76E-05,2.3,88.7
98,0,5.86E-05,2.1,88.7
97,0,5.83E-05,2.1,88.7
101,0,5.83E-05,2.4,88.7
98,0,5.73E-05,2.1,88.7
96,0,5.76E-05,1.9,88.7
99,0,5.76E-05,2.3,88.7
99,0,5.76E-05,2.3,88.7
97,0,5.70E-05,2.1,88.7
94,0,5.63E-05,1.8,88.7
94,0,5.67E-05,1.9,88.7
93,0,5.76E-05,1.8,88.7
94,0,5.73E-05,1.8,89.6
95,0,5.76E-05,1.9,89.6
97,0,5.83E-05,2.1,89.6
96,0,5.89E-05,2.1,90.5
94,0,5.83E-05,1.9,90.5
95,0,5.86E-05,1.9,90.5
95,0,5.83E-05,1.9,90.5
97,0,5.83E-05,2,90.5
92,0,5.86E-05,1.8,90.5
97,0,5.89E-05,2,90.5
92,0,5.86E-05,1.7,90.5
100,0,5.92E-05,2.2,90.5
94,0,5.89E-05,1.9,90.5
93,0,5.89E-05,1.8,90.5
101,0,5.92E-05,2.4,90.5
100,0,5.86E-05,2.2,90.5
98,0,5.86E-05,2,90.5
95,0,5.83E-05,2,90.5
99,0,5.83E-05,2.1,89.6
96,0,5.83E-05,2,89.6
97,0,5.76E-05,2,89.6
96,0,5.79E-05,2,89.6
95,0,5.79E-05,1.9,89.6
97,0,5.89E-05,2,90.5
102,0,5.83E-05,2.3,90.5
97,0,5.86E-05,2.1,90.5
98,0,5.89E-05,2.1,90.5
99,0,5.92E-05,2.1,90.5
99,0,5.96E-05,2.1,90.5
98,0,5.96E-05,2.1,90.5
96,0,5.92E-05,2,90.5
95,0,5.89E-05,1.9,90.5
102,0,5.89E-05,2.5,90.5
106,0,5.86E-05,2.9,90.5
99,0,5.79E-05,2.1,90.5
97,0,5.83E-05,2,89.6
92,0,5.73E-05,1.9,89.6
93,0,5.76E-05,1.8,89.6
97,0,5.67E-05,2.1,89.6
97,0,5.73E-05,2,88.7
92,0,5.76E-05,1.8,88.7
92,0,5.63E-05,1.7,88.7
90,0,5.67E-05,1.7,88.7
91,0,5.63E-05,1.7,88.7
86,0,5.67E-05,1.6,88.7
91,0,5.70E-05,1.7,88.7
90,0,5.67E-05,1.7,88.7
87,0,5.79E-05,1.6,88.7
86,0,5.73E-05,1.5,89.6
89,0,5.70E-05,1.6,89.6
89,0,5.79E-05,1.7,89.6
87,0,5.70E-05,1.5,89.6
90,0,5.83E-05,1.8,89.6
93,0,5.76E-05,1.8,89.6
90,0,5.76E-05,1.7,89.6
95,0,5.79E-05,1.8,89.6
91,0,5.76E-05,1.8,89.6
92,0,5.79E-05,1.7,88.7
92,0,5.76E-05,1.8,89.6
95,0,5.70E-05,2,88.7
88,0,5.73E-05,1.6,89.6
100,0,5.73E-05,2.3,89.6
92,0,5.79E-05,1.8,89.6
95,0,5.73E-05,2.1,89.6
97,0,5.76E-05,2.1,89.6
81,0,5.73E-05,1.7,89.6
79,0,6.29E-05,1.5,90.5
103,0,6.19E-05,2.4,89.6
104,12,6.26E-05,2.5,89.6
108,16,6.02E-05,2.9,89.6
104,0,5.73E-05,2.5,89.6
102,0,5.73E-05,2.5,89.6
99,0,5.76E-05,2.3,89.6
97,0,5.73E-05,2.1,89.6
100,0,5.73E-05,2.2,89.6
100,0,5.73E-05,2.3,89.6
98,8,5.73E-05,2.5,89.6
114,0,5.73E-05,3.2,89.6
106,14,5.73E-05,2.8,88.7
106,28,5.70E-05,2.8,88.7
103,0,5.70E-05,2.4,88.7
95,14,5.73E-05,2.3,88.7
98,18,5.70E-05,2.3,88.7
105,0,5.73E-05,2.5,88.7
111,0,5.63E-05,3.1,88.7
107,0,5.57E-05,3,87.8
105,0,5.63E-05,2.6,87.8
100,0,5.60E-05,2.4,87.8
103,27,5.60E-05,2.8,87.8
103,0,5.54E-05,2.4,86.9
95,0,5.57E-05,2,86.9
101,21,5.67E-05,2.7,86.9
103,8,5.79E-05,2.3,87.8
114,0,5.57E-05,3.2,87.8
108,0,5.63E-05,2.8,87.8
101,0,5.57E-05,2.5,87.8
100,0,5.67E-05,2.5,87.8
95,43,5.73E-05,1.9,86.9
102,3,5.57E-05,2.5,86
99,20,5.57E-05,2.7,86
97,11,5.51E-05,2.3,86
96,0,5.51E-05,2.3,86
111,22,5.54E-05,3.3,86
110,35,5.79E-05,2.7,86
97,0,5.51E-05,2.1,86
91,0,5.73E-05,1.7,86
90,0,5.51E-05,1.7,86
91,0,5.48E-05,1.7,86
92,0,5.45E-05,1.7,86.9
90,0,5.54E-05,1.7,86.9
85,0,5.51E-05,1.5,86.9
86,0,5.57E-05,1.5,86.9
87,0,5.60E-05,1.5,87.8
91,0,5.60E-05,1.7,87.8
89,0,5.60E-05,1.6,87.8
91,0,5.67E-05,1.7,86.9
92,0,5.54E-05,1.8,86.9
91,0,5.57E-05,1.6,86.9
