hr,steps,gsr,calories,temp
97,0,6.76E-05,2.4,89.6
99,0,6.69E-05,2.5,89.6
101,0,6.40E-05,2.6,89.6
95,70,6.80E-05,2.6,89.6
99,26,6.44E-05,2.6,89.6
93,0,6.40E-05,2.5,88.7
99,29,5.89E-05,2.7,88.7
94,0,5.79E-05,2.2,88.7
86,0,6.12E-05,1.8,88.7
90,0,5.92E-05,1.9,87.8
93,0,6.09E-05,2,87.8
86,10,5.99E-05,1.8,87.8
92,0,5.96E-05,2,87.8
102,0,5.96E-05,2.6,86.9
97,0,6.02E-05,2.2,86.9
95,0,6.09E-05,2.2,86.9
98,0,6.12E-05,2.5,86.9
95,0,6.16E-05,2.3,86.9
92,0,6.09E-05,2.1,86.9
89,0,6.23E-05,1.9,86.9
94,8,6.36E-05,2.3,86.9
83,0,6.19E-05,1.6,86.9
86,0,6.09E-05,1.8,86.9
92,0,6.02E-05,2.1,86.9
80,0,5.79E-05,1.6,86.9
88,0,6.36E-05,1.9,86.9
86,0,5.86E-05,1.8,86.9
85,0,6.09E-05,1.6,86.9
91,0,6.58E-05,2,86.9
88,0,5.86E-05,1.9,86.9
90,0,5.96E-05,1.9,86.9
84,0,6.51E-05,1.6,87.8
91,0,5.92E-05,2,87.8
83,0,6.16E-05,1.6,87.8
88,0,6.54E-05,1.8,87.8
91,0,5.99E-05,2,87.8
94,0,6.19E-05,2.2,87.8
87,0,6.73E-05,1.8,87.8
83,0,5.73E-05,1.7,87.8
76,0,5.92E-05,1.6,87.8
84,0,5.86E-05,1.7,87.8
84,0,5.96E-05,1.6,87.8
87,0,6.12E-05,1.7,87.8
91,0,5.92E-05,2.1,88.7
87,0,6.47E-05,1.8,87.8
87,0,5.96E-05,1.8,88.7
87,0,5.89E-05,1.7,87.8
84,0,5.96E-05,1.7,87.8
85,0,6.02E-05,1.7,88.7
89,0,5.89E-05,1.9,87.8
92,0,6.33E-05,2,87.8
88,0,6.02E-05,1.9,88.7
90,0,5.73E-05,2,88.7
90,0,6.19E-05,2,88.7
85,0,5.83E-05,1.8,87.8
87,0,6.02E-05,1.9,87.8
79,0,6.02E-05,1.7,87.8
86,0,6.33E-05,1.9,87.8
89,0,5.89E-05,2,87.8
88,0,6.33E-05,1.8,87.8
90,0,6.76E-05,2,87.8
81,0,5.99E-05,1.5,87.8
77,0,6.16E-05,1.6,87.8
96,0,6.19E-05,2.2,87.8
94,0,6.44E-05,2.1,87.8
93,0,5.92E-05,2.3,87.8
85,0,5.99E-05,1.8,87.8
86,0,6.09E-05,1.7,87.8
87,0,6.06E-05,1.7,87.8
81,0,5.92E-05,1.6,87.8
83,0,6.16E-05,1.6,87.8
83,0,6.51E-05,1.6,88.7
82,0,6.44E-05,1.7,88.7
102,0,6.33E-05,2.7,88.7
98,0,6.23E-05,2.5,88.7
78,0,6.40E-05,1.5,88.7
59,0,6.12E-05,1.5,88.7
84,62,5.89E-05,2.1,88.7
117,115,6.23E-05,6.3,88.7
115,114,6.02E-05,6.3,88.7
120,109,0.000107085,7.6,88.7
106,0,8.12E-05,3.5,89.6
97,17,7.90E-05,2.3,89.6
103,0,7.31E-05,2.7,89.6
90,0,6.84E-05,1.8,88.7
100,0,6.80E-05,2.5,88.7
114,104,7.73E-05,6.1,88.7
118,106,0.000105322,7.4,88.7
116,104,8.63E-05,6.8,88.7
125,98,8.82E-05,9.7,88.7
123,105,8.92E-05,9.3,87.8
122,95,8.53E-05,8.9,87.8
98,26,8.53E-05,2.8,87.8
92,118,0.000117651,2.4,87.8
114,107,0.000129976,5.3,87.8
118,109,0.00019577,5.7,87.8
120,100,0.000185228,7.5,87.8
123,31,0.00016953,7.5,87.8
111,28,0.00083473,3.6,86.9
98,24,0.00672646,2.5,86.9
103,0,0.0129252,2.6,86
116,53,0.0429602,4.3,86
109,0,0.0439219,2.9,86
102,14,0.0510017,2.9,86
107,0,0.00602157,2.8,86
105,0,0.00429613,2.8,86
113,0,0.00461665,4.4,86
113,28,0.007031,4.8,86
107,0,0.00922155,2.8,86
115,10,0.010708,5.4,86
111,34,0.0162179,4.5,86.9
105,14,0.00730876,2.8,86.9
100,0,0.0120946,2.6,86.9
101,0,0.00125727,2.5,86.9
105,0,0.0100755,3,86.9
90,0,0.0224812,2,86.9
91,0,0.010708,2.2,86.9
92,0,0.00530179,2.3,87.8
95,0,0.0126422,2.3,87.8
106,0,0.0171408,3,87.8
95,0,0.0289998,2.4,87.8
92,0,0.0100755,2.3,87.8
94,0,0.0209204,2.3,87.8
94,0,0.00365903,2.3,88.7
95,0,0.0133616,2.3,88.7
97,0,0.00263962,2.5,88.7
119,0,0.00501631,5.9,88.7
111,0,0.011635,5.4,88.7
90,0,0.00807444,2,88.7
89,0,0.0118298,2.1,88.7
103,0,0.00299798,2.5,88.7
105,0,0.0155154,2.6,88.7
100,0,0.00834709,2.7,88.7
110,0,0.0034429,3.4,88.7
106,0,0.00566589,2.7,88.7
95,0,0.00156885,2.6,88.7
79,0,0.000901986,1.7,88.7
80,0,0.00464227,1.7,88.7
80,0,0.00249748,1.7,88.7
103,0,0.00129973,2.8,88.7
101,0,0.0013362,2.7,88.7
97,0,0.000798575,2.6,88.7
102,0,0.000844022,2.7,87.8
92,0,0.00105904,2.1,87.8
93,0,0.000830123,2.2,87.8
86,0,0.000672663,1.8,87.8
107,0,0.000657934,2.9,87.8
107,24,0.000566603,3.7,87.8
115,0,0.00048795,3.9,87.8
109,0,0.000280539,3.3,87.8
108,0,0.000242937,2.9,87.8
113,0,0.000554196,4.1,87.8
113,0,0.000636442,3.9,87.8
118,0,0.000897007,3.4,88.7
109,33,0.000906992,4,88.7
99,27,0.00054507,2.6,88.7
109,37,0.000683925,2.7,88.7
106,0,0.000436817,2.6,88.7
92,0,0.000582503,2.3,88.7
97,0,0.00110698,2.5,87.8
99,0,0.0012162,2.6,87.8
99,0,0.00105319,2.7,87.8
99,0,0.00107677,2.8,87.8
102,0,0.00160397,2.5,87.8
98,0,0.000789783,2.7,87.8
90,0,0.000948056,2.1,87.8
111,0,0.00099648,3.8,88.7
104,0,0.00181168,2.9,88.7
100,0,0.00163988,2.7,88.7
105,0,0.00066895,3.2,88.7
106,19,0.000953318,3.1,88.7
92,0,0.00156019,2.1,88.7
81,0,0.00083473,1.9,88.7
100,0,0.00181168,2.7,88.7
95,0,0.0021037,2.4,88.7
89,0,0.000897007,2.2,87.8
94,22,0.00120281,2.4,87.8
104,8,0.000548095,2.8,87.8
93,0,0.00155158,2.3,87.8
93,14,0.000887132,2.2,87.8
88,82,0.00143589,2.1,87.8
87,0,0.00073903,2.1,86.9
96,18,0.000734951,2.3,86.9
92,0,0.00051572,2.1,86.9
96,0,0.000334901,2.5,86.9
107,0,0.000687721,3.2,86.9
109,0,0.00048795,2.6,86.9
88,12,0.000303143,2,86.9
103,0,0.00146803,2.9,86.9
102,0,0.000521461,2.8,86.9
95,0,0.00097466,2.1,86.9
94,0,0.000361884,2.5,86.9
99,0,0.000417897,2.7,86.9
102,22,0.00105319,2.9,87.8
102,0,0.00113177,2.8,86.9
97,0,0.000313379,2.5,86.9
96,0,0.00181168,2.4,87.8
114,0,0.0015345,4.8,87.8
114,17,0.000953318,4.7,87.8
106,7,0.00184201,3.7,86.9
107,23,0.00126425,3.2,87.8
100,0,0.000734951,2.7,87.8
92,0,0.000747257,2.2,87.8
100,0,0.00233699,2.6,87.8
106,20,0.00083473,3,87.8
116,13,0.00139669,5.6,87.8
111,0,0.000816453,3.7,87.8
96,0,0.00361875,2.5,87.8
102,0,0.00249748,2.8,87.8
107,0,0.0024428,3.1,88.7
114,0,0.003405,4.1,88.7
118,0,0.00127127,5.4,88.7
111,0,0.00554182,3.9,88.7
103,0,0.00579273,2.8,88.7
100,9,0.00288404,2.6,88.7
100,0,0.00367934,2.6,88.7
99,0,0.00288404,2.4,88.7
96,0,0.00350054,2.3,88.7
95,0,0.0027439,2.3,88.7
93,0,0.00218681,2.2,88.7
100,20,0.00399786,2.8,89.6
103,7,0.00288404,2.9,89.6
98,0,0.00268381,2.4,89.6
96,0,0.00342389,2.3,89.6
91,0,0.00858133,1.9,89.6
94,0,0.00380358,1.8,89.6
101,0,0.0047462,2.7,89.6
105,0,0.00334892,2.9,89.6
106,0,0.00282089,2.3,89.6
109,0,0.0203493,3.2,89.6
108,0,0.0136608,2.9,89.6
98,0,0.0113174,2.5,89.6
95,0,0.00576076,2.3,89.6
102,0,0.00816432,2.7,89.6
101,0,0.0179169,2.6,89.6
103,0,0.0228576,2.5,89.6
104,0,0.0259608,2.8,89.6
98,0,0.0238925,2.6,89.6
96,0,0.0301454,2.4,89.6
111,11,0.0149258,4,89.6
123,0,0.00464227,7.9,88.7
113,0,0.0132146,3.1,88.7
112,0,0.0115069,5.6,88.7
73,0,0.0184197,1.5,89.6
80,0,0.0155154,1.7,89.6
96,0,0.0147614,2.4,89.6
89,0,0.0109477,2,89.6
104,0,0.0187281,2.6,89.6
101,0,0.0169521,2.7,89.6
103,0,0.0261049,2.9,89.6
108,0,0.0251128,2.8,89.6
101,0,0.0117645,2.6,89.6
108,0,0.0126422,3,89.6
110,0,0.00672646,3.1,89.6
111,0,0.00367934,3.4,89.6
111,0,0.00391032,4,89.6
108,0,0.00563461,3,89.6
111,0,0.0228576,3.2,89.6
110,0,0.0165809,3.2,89.6
111,0,0.0212707,3.7,89.6
112,0,0.0219889,4.3,89.6
109,0,0.0177196,3.2,89.6
101,0,0.002363,2.5,89.6
107,25,0.0153446,3.5,89.6
115,113,0.0193605,6,89.6
106,17,0.0165809,2.7,88.7
101,34,0.00985485,3,88.7
92,0,0.00413286,2,88.7
99,0,0.00830102,2.4,87.8
108,0,0.00877344,3.1,87.8
112,0,0.0123654,3.1,87.8
120,0,0.00265427,6,87.8
112,0,0.0160393,4.1,87.8
103,0,0.0233693,2.9,87.8
109,0,0.0180163,3.9,88.7
99,0,0.0185219,2.5,88.7
102,0,0.0191473,2.6,88.7
110,0,0.0271362,3.2,88.7
116,0,0.0283648,4.7,88.7
111,0,0.0404226,3.5,88.7
106,0,0.00622491,2.9,88.7
105,0,0.0113174,2.8,88.7
109,0,0.00917065,3,88.7
110,0,0.0148434,3.1,88.7
111,0,0.00619055,3.2,88.7
115,0,0.00639959,4.9,88.7
110,0,0.0051286,3.2,89.6
107,0,0.00469395,3.1,89.6
108,0,0.0187281,3.1,89.6
109,0,0.0102442,3.1,89.6
112,0,0.0156881,3.3,89.6
112,0,0.00619055,4.3,88.7
109,0,0.0170462,3.2,88.7
109,0,0.0110696,3.1,88.7
104,0,0.00461665,2.8,89.6
111,0,0.00572896,3.9,89.6
111,0,0.0217468,3.7,89.6
106,0,0.0118954,2.9,88.7
113,14,0.0102442,3.7,88.7
112,23,0.00353951,4.2,88.7
110,17,0.00615638,3.4,88.7
105,0,0.00730876,2.9,88.7
108,0,0.00482567,3.1,88.7
112,0,0.00632914,3.3,88.7
110,0,0.002669,3.4,88.7
108,0,0.00490646,3,88.7
111,0,0.00411004,3.2,88.7
112,0,0.00353951,3.2,88.7
110,0,0.00322165,3.2,88.7
112,0,0.00232409,3.3,89.6
107,0,0.00311642,3,89.6
106,0,0.00592241,2.8,89.6
109,0,0.0044412,3.1,89.6
106,0,0.00802987,2.9,89.6
106,0,0.00107677,2.9,89.6
104,0,0.00208054,2.8,88.7
109,0,0.00144386,3.1,88.7
112,7,0.00299798,3.5,88.7
112,0,0.00240257,4.1,88.7
107,0,0.00296497,3,88.7
106,6,0.00263962,3,88.7
103,0,0.00304818,2.9,88.7
106,15,0.00304818,3.1,88.7
100,0,0.00327559,2.5,88.7
100,21,0.00361875,2.7,88.7
105,0,0.00144386,2.7,88.7
101,0,0.00195765,2.6,88.7
103,0,0.00303135,2.9,88.7
99,0,0.00150923,2.4,88.7
101,0,0.00234996,2.6,88.7
105,0,0.00290005,3,88.7
104,0,0.00269871,2.8,88.7
111,20,0.00071489,4,88.7
110,0,0.000608876,3.2,88.7
110,0,0.00115072,3.2,87.8
111,0,0.00142796,3.3,87.8
112,0,0.000906992,3.5,87.8
110,19,0.00104738,3.5,87.8
113,0,0.00147618,4.7,87.8
116,27,0.000858154,5.5,87.8
113,30,0.000917088,3.6,87.8
112,0,0.000703117,3.6,87.8
109,0,0.000588987,3,87.8
104,0,0.000730894,2.9,87.8
105,0,0.0015345,2.8,87.8
108,0,0.00096928,3.2,87.8
105,0,0.00073903,2.7,87.8
106,0,0.000382479,2.9,87.8
107,0,0.000605515,3.1,86.9
108,9,0.000479915,3.2,87.8
104,0,0.000521461,2.9,87.8
102,0,0.000683925,2.7,87.8
103,0,0.000877366,2.8,87.8
99,0,0.000336759,2.4,87.8
109,0,0.000647099,3.8,87.8
103,0,0.000485257,2.7,86.9
103,0,0.000338629,2.7,86.9
103,0,0.00068015,2.8,86.9
104,0,0.000504427,2.9,86.9
106,0,0.000290012,3,86.9
107,0,0.000367943,2.9,86.9
107,0,0.000304825,2.9,86.9
101,0,0.000367943,2.6,87.8
94,0,0.000365912,2.1,87.8
99,0,0.000367943,2.5,87.8
101,0,0.000290012,2.5,87.8
103,0,0.000397589,2.7,87.8
102,0,0.000253936,2.7,86.9
102,0,0.000242937,2.7,86.9
98,0,0.000179178,2.3,86.9
100,27,0.000244286,2.8,86.9
105,90,0.000229856,4.2,86.9
112,39,0.000278991,3.7,86.9
116,0,0.000196856,5.8,86
108,0,0.000181172,2.9,86
110,0,0.000255346,3.2,86
104,0,0.000299805,3,86
101,21,0.000197949,2.5,86.9
104,0,0.000241596,2.8,86.9
104,0,0.000282096,3.1,86.9
107,50,0.000238937,3.1,86.9
108,10,0.000268388,3.3,86.9
115,23,0.000242937,5.4,86.9
110,73,0.000498874,3.6,86.9
101,96,0.000408746,2.9,86.9
105,86,0.000197949,3.1,86.9
112,86,0.000224823,4.4,86
110,71,0.000247005,3.3,85.1
122,1,0.000131423,8.4,85.1
101,25,0.000204633,3.2,84.2
90,29,0.000154305,2.4,84.2
118,0,0.000142012,6.5,84.2
97,31,0.000151764,2.8,84.2
106,23,0.000153454,3.1,83.3
119,15,0.000177205,6.4,83.3
111,0,0.000144389,3.4,83.3
107,0,0.000139673,3,83.3
104,69,0.000150094,2.9,82.4
107,100,0.000149265,3.3,82.4
108,104,0.000173325,3.5,82.4
103,98,0.000164902,3.1,82.4
105,56,0.000160401,3.1,82.4
111,22,0.000180172,4,82.4
109,29,0.000205769,3.5,82.4
104,9,0.000183189,3,82.4
108,0,0.000420216,3.2,83.3
110,0,0.000167663,3.6,83.3
108,0,0.000308218,4.1,84.2
112,0,0.000485257,4.4,85.1
105,45,0.000557272,2.9,85.1
104,21,0.000322173,3.7,86
115,10,0.000588987,4.6,86
104,33,0.0010416,3.2,86
104,28,0.000536094,3.1,86
105,19,0.00180168,3.2,86
109,29,0.00145993,3.4,86
101,0,0.00107082,2.9,85.1
102,44,0.000820984,3,85.1
100,22,0.00147618,2.8,86
97,0,0.00272875,2.6,86
104,7,0.00816432,3,86
98,42,0.00242931,2.8,85.1
104,24,0.00466804,3.5,85.1
99,33,0.0138128,2.8,85.1
106,16,0.00116998,3.6,85.1
106,0,0.00172364,3.3,85.1
105,0,0.00288404,3.1,85.1
97,0,0.00411004,2.4,85.1
91,0,0.00353951,2,85.1
91,0,0.00234996,1.9,85.1
93,0,0.00197944,2.1,85.1
92,0,0.00148437,2,86
92,0,0.00126425,2.1,86
92,0,0.00096928,2.1,86
94,0,0.000948056,2.1,86
91,0,0.00083473,2,86
90,0,0.00073903,1.9,86.9
93,0,0.000825541,2.1,86.9
96,0,0.000763986,2.2,86.9
92,0,0.000830123,2,86.9
87,0,0.000743132,1.8,86.9
90,0,0.000751404,1.9,87.8
93,0,0.000722848,2.1,87.8
92,0,0.000598849,2.1,87.8
92,0,0.000582503,2,87.8
88,0,0.000331214,1.8,88.7
66,0,5.57E-05,1.5,84.2
68,0,5.67E-05,1.4,84.2
69,0,5.67E-05,1.5,84.2
71,0,5.63E-05,1.5,84.2
70,0,5.70E-05,1.4,84.2
70,0,5.67E-05,1.5,84.2
68,0,5.67E-05,1.5,84.2
70,0,5.67E-05,1.4,84.2
70,0,5.63E-05,1.5,84.2
70,0,5.63E-05,1.5,84.2
70,0,5.70E-05,1.4,84.2
72,0,5.67E-05,1.5,84.2
71,0,5.67E-05,1.5,84.2
81,0,5.63E-05,1.4,84.2
78,0,5.45E-05,1.5,84.2
84,0,5.45E-05,1.5,84.2
74,0,5.51E-05,1.4,84.2
65,0,5.63E-05,1.5,84.2
64,0,5.63E-05,1.5,84.2
63,0,5.63E-05,1.4,84.2
56,0,5.67E-05,1.5,85.1
60,0,5.51E-05,1.5,84.2
62,0,5.57E-05,1.4,84.2
67,0,5.54E-05,1.5,84.2
66,0,5.60E-05,1.5,84.2
58,0,5.60E-05,1.5,84.2
63,0,5.63E-05,1.4,84.2
57,0,5.70E-05,1.5,84.2
62,0,5.60E-05,1.5,84.2
60,0,5.67E-05,1.4,84.2
68,0,5.67E-05,1.5,84.2
65,0,5.70E-05,1.5,84.2
64,0,5.57E-05,1.4,84.2
59,0,5.63E-05,1.5,84.2
65,0,5.63E-05,1.5,84.2
59,0,5.39E-05,1.4,84.2
64,0,5.63E-05,1.5,84.2
66,0,5.60E-05,1.5,84.2
66,0,5.60E-05,1.4,84.2
64,0,5.63E-05,1.5,84.2
67,0,5.63E-05,1.5,84.2
59,0,5.63E-05,1.4,83.3
64,0,5.60E-05,1.5,83.3
63,0,5.67E-05,1.5,83.3
60,0,5.60E-05,1.4,83.3
66,0,5.67E-05,1.5,83.3
70,0,5.51E-05,1.5,83.3
61,0,5.57E-05,1.4,83.3
63,0,5.57E-05,1.5,83.3
66,0,5.63E-05,1.5,83.3
69,0,5.60E-05,1.4,83.3
66,0,5.48E-05,1.5,83.3
69,0,5.33E-05,1.5,83.3
70,0,5.33E-05,1.4,83.3
75,0,5.39E-05,1.5,83.3
71,0,5.39E-05,1.5,84.2
70,0,5.51E-05,1.5,84.2
70,0,5.57E-05,1.4,84.2
69,0,5.60E-05,1.5,84.2
70,0,5.63E-05,1.5,85.1
72,0,5.76E-05,1.4,85.1
75,0,5.79E-05,1.5,86
75,0,5.89E-05,1.5,86
76,0,5.89E-05,1.4,86
77,0,5.96E-05,1.5,86.9
77,0,5.96E-05,1.5,86.9
80,0,6.19E-05,1.4,86.9
87,0,6.47E-05,1.5,86.9
71,0,6.29E-05,1.5,87.8
70,0,5.67E-05,1.4,87.8
71,0,5.67E-05,1.5,87.8
73,0,5.70E-05,1.5,87.8
74,0,5.67E-05,1.4,87.8
75,0,5.67E-05,1.5,87.8
75,0,5.70E-05,1.5,87.8
75,0,5.67E-05,1.4,87.8
75,0,5.76E-05,1.5,86.9
76,0,5.73E-05,1.5,86.9
75,0,5.70E-05,1.4,86.9
76,0,5.67E-05,1.5,86.9
75,0,5.73E-05,1.5,86.9
75,0,5.70E-05,1.4,86.9
77,0,5.70E-05,1.5,86.9
74,0,5.70E-05,1.5,86.9
78,0,5.70E-05,1.4,86.9
72,0,5.73E-05,1.5,86.9
76,0,5.70E-05,1.5,86.9
75,0,5.70E-05,1.4,86.9
76,0,5.73E-05,1.5,86.9
77,0,5.70E-05,1.5,86.9
78,0,5.73E-05,1.5,86.9
77,0,5.70E-05,1.4,86.9
86,0,5.73E-05,1.5,86.9
69,0,5.60E-05,1.5,86
65,0,5.73E-05,1.4,86
64,0,5.70E-05,1.5,86
74,0,5.89E-05,1.5,86
59,0,5.67E-05,1.4,86
62,0,5.70E-05,1.5,86
61,0,5.73E-05,1.5,86
66,0,5.76E-05,1.4,86
63,0,5.73E-05,1.5,85.1
63,0,5.76E-05,1.5,85.1
62,0,5.70E-05,1.4,85.1
62,0,5.70E-05,1.5,85.1
63,0,5.63E-05,1.5,85.1
64,0,5.67E-05,1.4,85.1
62,0,5.70E-05,1.5,85.1
74,0,5.70E-05,1.5,85.1
71,0,5.48E-05,1.4,85.1
61,0,5.54E-05,1.5,85.1
56,0,5.54E-05,1.5,85.1
55,0,5.63E-05,1.4,85.1
60,0,5.48E-05,1.5,84.2
64,0,5.48E-05,1.5,84.2
60,0,5.48E-05,1.4,84.2
55,0,5.51E-05,1.5,84.2
61,0,5.36E-05,1.5,84.2
60,0,5.42E-05,1.4,84.2
62,0,5.42E-05,1.5,84.2
60,0,5.51E-05,1.5,84.2
65,0,5.42E-05,1.4,84.2
63,0,5.48E-05,1.5,84.2
68,0,5.45E-05,1.5,84.2
62,0,5.45E-05,1.5,84.2
60,0,5.39E-05,1.4,83.3
63,0,5.39E-05,1.5,83.3
66,0,5.33E-05,1.5,83.3
62,0,5.36E-05,1.4,83.3
64,0,5.39E-05,1.5,83.3
70,0,5.39E-05,1.5,83.3
66,0,5.51E-05,1.4,83.3
60,0,5.36E-05,1.5,83.3
70,0,5.36E-05,1.5,83.3
64,0,5.45E-05,1.4,83.3
65,0,5.39E-05,1.5,83.3
63,0,5.42E-05,1.5,83.3
65,0,5.39E-05,1.4,83.3
66,0,5.33E-05,1.5,83.3
70,0,5.39E-05,1.5,83.3
68,0,5.33E-05,1.4,83.3
55,0,5.36E-05,1.5,82.4
65,0,5.33E-05,1.5,82.4
65,0,5.36E-05,1.4,82.4
63,0,5.27E-05,1.5,83.3
63,0,5.30E-05,1.5,83.3
68,0,5.39E-05,1.4,83.3
75,0,5.54E-05,1.5,83.3
68,0,5.73E-05,1.5,84.2
68,0,5.92E-05,1.4,84.2
68,0,6.09E-05,1.5,85.1
69,0,6.16E-05,1.5,86
67,0,6.26E-05,1.4,86
70,0,6.44E-05,1.5,86.9
69,0,6.47E-05,1.5,86.9
72,0,6.58E-05,1.5,87.8
70,0,6.73E-05,1.4,87.8
72,0,6.84E-05,1.5,88.7
71,0,7.03E-05,1.5,88.7
72,0,7.07E-05,1.4,88.7
70,0,8.16E-05,1.5,89.6
76,0,8.87E-05,1.5,89.6
81,0,5.89E-05,1.4,89.6
69,0,5.92E-05,1.5,89.6
73,0,6.06E-05,1.5,89.6
68,0,6.19E-05,1.4,89.6
72,0,6.29E-05,1.5,89.6
70,0,6.33E-05,1.5,89.6
72,0,6.44E-05,1.4,89.6
70,0,6.54E-05,1.5,89.6
67,0,6.69E-05,1.5,89.6
70,0,7.47E-05,1.4,89.6
72,0,7.90E-05,1.5,90.5
70,0,0.000102447,1.5,90.5
71,0,8.58E-05,1.4,90.5
74,0,8.87E-05,1.5,90.5
74,0,0.000135111,1.5,90.5
66,0,0.000166738,1.4,90.5
69,0,0.000154305,1.5,90.5
67,0,0.000147622,1.5,90.5
70,0,0.000151764,1.4,90.5
70,0,0.000151764,1.5,90.5
70,0,0.000150094,1.5,90.5
70,0,0.000147622,1.4,90.5
73,0,0.000151764,1.5,90.5
72,0,9.86E-05,1.5,90.5
73,0,6.40E-05,1.4,90.5
72,0,6.36E-05,1.5,90.5
72,0,6.51E-05,1.5,90.5
72,0,6.62E-05,1.5,90.5
74,0,6.76E-05,1.4,90.5
73,0,6.36E-05,1.5,90.5
72,0,9.22E-05,1.5,90.5
75,0,0.000105322,1.4,90.5
74,0,7.03E-05,1.5,90.5
76,0,7.19E-05,1.5,89.6
77,0,0.000209214,1.4,89.6
77,0,0.000113808,1.5,89.6
78,0,7.90E-05,1.5,89.6
78,0,0.000165818,1.4,89.6
79,0,0.000191483,1.5,89.6
78,0,0.000221121,1.5,89.6
76,0,0.000268388,1.4,89.6
76,0,0.000308218,1.5,89.6
75,0,0.000501643,1.5,89.6
76,0,0.00037618,1.4,89.6
76,0,0.000464239,1.5,89.6
78,0,0.000268388,1.5,89.6
74,0,0.000109482,1.4,89.6
74,0,0.000138902,1.5,89.6
85,0,0.000173325,1.5,89.6
71,0,0.000120284,1.4,89.6
68,0,0.000235002,1.5,88.7
88,6,6.09E-05,1.5,88.7
86,0,9.91E-05,1.4,88.7
85,0,7.23E-05,1.5,87.8
93,13,5.57E-05,1.5,87.8
94,0,5.99E-05,2,87.8
95,0,6.69E-05,1.9,86.9
92,0,7.27E-05,1.9,86.9
96,0,8.26E-05,2,86.9
105,0,9.86E-05,2.6,86.9
101,0,6.36E-05,2.5,86.9
94,0,8.30E-05,2.2,86.9
91,0,7.31E-05,1.9,86.9
114,0,6.54E-05,2.7,86.9
97,14,6.54E-05,2.3,86.9
85,6,5.99E-05,1.7,86.9
81,27,6.51E-05,1.6,86
93,0,7.31E-05,2.3,86
109,0,6.65E-05,2.9,86
95,0,6.36E-05,2,86
83,0,6.69E-05,1.6,86
86,0,6.23E-05,1.7,85.1
105,0,6.40E-05,2.8,85.1
101,0,6.62E-05,2.5,85.1
110,0,6.69E-05,3.3,85.1
90,0,7.19E-05,1.7,85.1
88,31,6.95E-05,2,86
93,0,6.44E-05,2.1,86
84,0,5.48E-05,1.6,86
103,18,5.96E-05,2.8,86
103,0,8.68E-05,2.8,87.8
107,0,25.1109,2.9,91.4
110,16,22.1093,2.3,94.1
113,69,3.76143,3.7,94.1
115,0,13.6597,3.4,94.1
93,0,5.66546,2.1,95.9
104,0,1.72351,2.8,95
111,9,0.219884,3.2,93.2
111,11,0.188315,4.3,92.3
103,10,0.0576061,2.7,91.4
97,12,0.487914,2.6,90.5
107,0,0.714836,3.1,88.7
100,0,0.482542,2.7,88.7
85,20,0.539029,1.8,87.8
86,11,0.187276,1.7,86.9
89,0,0.118951,2,86.9
96,0,0.125721,2.4,86
95,99,0.0726824,2.5,86
106,101,0.0454051,3.1,86
121,107,0.00647083,5.9,84.2
122,107,0.000781089,7.5,82.4
120,71,7.15E-05,6.2,80.6
97,92,6.84E-05,2.7,79.7
107,85,6.73E-05,3.1,78.8
114,80,6.58E-05,3.6,77.9
118,91,5.79E-05,4.7,77
117,102,5.70E-05,4.1,77
126,40,8.68E-05,8.5,77
104,0,0.000180172,2.5,77.9
88,0,0.000325759,1.7,78.8
65,19,0.000427252,1.5,78.8
88,114,0.00040649,2.1,79.7
115,115,0.000111316,3.6,79.7
116,23,6.23E-05,3.4,79.7
108,18,0.000229856,2.3,79.7
106,0,0.000459128,2.7,80.6
91,0,0.000498874,1.8,80.6
92,0,0.000687721,1.8,80.6
101,0,0.000897007,2.4,81.5
94,0,0.00099648,2,82.4
100,0,0.00096928,2.2,82.4
87,0,0.000912026,1.7,83.3
94,0,0.00083473,1.9,83.3
84,75,0.00116352,1.7,84.2
102,41,0.000191483,2.6,84.2
92,0,0.000209214,1.9,84.2
102,81,0.000344298,2.7,85.1
122,92,0.000129258,6,84.2
121,90,7.27E-05,5.5,83.3
107,29,6.99E-05,3,83.3
92,12,6.80E-05,2,83.3
91,0,0.000197949,1.8,83.3
91,0,0.000521461,1.7,84.2
85,9,0.00104738,1.6,84.2
96,56,0.000216279,2.6,85.1
100,2,0.000193614,2.4,84.2
90,0,0.000160401,1.7,85.1
86,0,0.000158635,1.6,84.2
89,0,0.000147622,1.7,85.1
101,0,0.000143592,2.5,85.1
93,0,0.000131423,2,85.1
89,0,0.000163087,1.6,85.1
87,0,0.000167663,1.6,86
86,0,0.000166738,1.5,86
83,0,0.000163087,1.7,86
83,0,6.62E-05,1.5,86
79,0,0.000189375,1.5,86
80,0,6.69E-05,1.4,86
87,0,6.65E-05,1.8,86
95,0,9.48E-05,2.2,86.9
91,0,0.000165818,1.9,86.9
87,0,0.000137373,1.6,86.9
81,0,0.000105906,1.5,86.9
78,0,0.000103587,1.5,86.9
84,0,0.000132886,1.5,86.9
85,0,0.000102447,1.5,87.8
87,31,0.000115713,1.8,87.8
107,69,0.000132152,3,87.8
89,0,9.86E-05,2,87.8
76,0,7.94E-05,1.5,87.8
84,0,8.92E-05,1.5,87.8
87,0,9.17E-05,1.5,86.9
84,0,8.87E-05,1.5,86.9
85,0,9.43E-05,1.6,87.8
95,0,8.53E-05,1.9,87.8
